pvt_bundle,band_code,kvco_interval,kvco_hz_per_v,fvco_hz,fref_hz,n_div,trim_code,icp_a,fc_hz,pm_deg,fc_ceiling_hz,meets_ceiling,meets_pm45
slow,00,top,1.622489e+08,7.426242e+08,9.000000e+06,83,2.5u,2.517044e-06,3.393696e+05,48.815,9.000000e+05,yes,yes
slow,00,top,1.622489e+08,7.426242e+08,9.000000e+06,83,5u,5.028064e-06,5.915077e+05,57.417,9.000000e+05,yes,yes
slow,00,top,1.622489e+08,7.426242e+08,9.000000e+06,83,10u,1.004412e-05,1.080073e+06,58.564,9.000000e+05,no,yes
slow,00,top,1.622489e+08,7.426242e+08,9.000000e+06,83,20u,2.006440e-05,1.915944e+06,51.473,9.000000e+05,no,yes
slow,00,top,1.622489e+08,7.426242e+08,9.000000e+06,83,40u,4.007872e-05,3.148719e+06,40.530,9.000000e+05,no,no
slow,00,top,1.622489e+08,7.426242e+08,9.000000e+06,83,80u,8.003451e-05,4.837619e+06,30.107,9.000000e+05,no,no
slow,00,top,1.622489e+08,7.426242e+08,1.100000e+07,68,2.5u,2.517044e-06,3.951372e+05,51.787,1.100000e+06,yes,yes
slow,00,top,1.622489e+08,7.426242e+08,1.100000e+07,68,5u,5.028064e-06,7.023165e+05,58.667,1.100000e+06,yes,yes
slow,00,top,1.622489e+08,7.426242e+08,1.100000e+07,68,10u,1.004412e-05,1.281916e+06,57.238,1.100000e+06,no,yes
slow,00,top,1.622489e+08,7.426242e+08,1.100000e+07,68,20u,2.006440e-05,2.229084e+06,48.473,1.100000e+06,no,yes
slow,00,top,1.622489e+08,7.426242e+08,1.100000e+07,68,40u,4.007872e-05,3.583857e+06,37.356,1.100000e+06,no,no
slow,00,top,1.622489e+08,7.426242e+08,1.100000e+07,68,80u,8.003451e-05,5.428389e+06,27.476,1.100000e+06,no,no
slow,11,low,1.105490e+08,4.784249e+08,4.500000e+06,106,2.5u,2.517044e-06,2.193856e+05,38.707,4.500000e+05,yes,no
slow,11,low,1.105490e+08,4.784249e+08,4.500000e+06,106,5u,5.028064e-06,3.560048e+05,49.792,4.500000e+05,yes,yes
slow,11,low,1.105490e+08,4.784249e+08,4.500000e+06,106,10u,1.004412e-05,6.246248e+05,57.892,4.500000e+05,no,yes
slow,11,low,1.105490e+08,4.784249e+08,4.500000e+06,106,20u,2.006440e-05,1.141274e+06,58.215,4.500000e+05,no,yes
slow,11,low,1.105490e+08,4.784249e+08,4.500000e+06,106,40u,4.007872e-05,2.012306e+06,50.543,4.500000e+05,no,yes
slow,11,low,1.105490e+08,4.784249e+08,4.500000e+06,106,80u,8.003451e-05,3.282836e+06,39.511,4.500000e+05,no,no
slow,11,low,1.105490e+08,4.784249e+08,5.500000e+06,87,2.5u,2.517044e-06,2.499848e+05,41.888,5.500000e+05,yes,no
slow,11,low,1.105490e+08,4.784249e+08,5.500000e+06,87,5u,5.028064e-06,4.148226e+05,52.649,5.500000e+05,yes,yes
slow,11,low,1.105490e+08,4.784249e+08,5.500000e+06,87,10u,1.004412e-05,7.411995e+05,58.909,5.500000e+05,no,yes
slow,11,low,1.105490e+08,4.784249e+08,5.500000e+06,87,20u,2.006440e-05,1.350841e+06,56.691,5.500000e+05,no,yes
slow,11,low,1.105490e+08,4.784249e+08,5.500000e+06,87,40u,4.007872e-05,2.332968e+06,47.501,5.500000e+05,no,yes
slow,11,low,1.105490e+08,4.784249e+08,5.500000e+06,87,80u,8.003451e-05,3.726123e+06,36.399,5.500000e+05,no,no
slow,11,low,1.105490e+08,4.784249e+08,6.500000e+06,74,2.5u,2.517044e-06,2.794141e+05,44.522,6.500000e+05,yes,no
slow,11,low,1.105490e+08,4.784249e+08,6.500000e+06,74,5u,5.028064e-06,4.724779e+05,54.721,6.500000e+05,yes,yes
slow,11,low,1.105490e+08,4.784249e+08,6.500000e+06,74,10u,1.004412e-05,8.539533e+05,59.197,6.500000e+05,no,yes
slow,11,low,1.105490e+08,4.784249e+08,6.500000e+06,74,20u,2.006440e-05,1.545503e+06,54.993,6.500000e+05,no,yes
slow,11,low,1.105490e+08,4.784249e+08,6.500000e+06,74,40u,4.007872e-05,2.620337e+06,44.900,6.500000e+05,no,no
slow,11,low,1.105490e+08,4.784249e+08,6.500000e+06,74,80u,8.003451e-05,4.119220e+06,33.944,6.500000e+05,no,no
slow,11,low,1.105490e+08,4.784249e+08,7.500000e+06,64,2.5u,2.517044e-06,3.098629e+05,46.865,7.500000e+05,yes,yes
slow,11,low,1.105490e+08,4.784249e+08,7.500000e+06,64,5u,5.028064e-06,5.327880e+05,56.308,7.500000e+05,yes,yes
slow,11,low,1.105490e+08,4.784249e+08,7.500000e+06,64,10u,1.004412e-05,9.697183e+05,59.026,7.500000e+05,no,yes
slow,11,low,1.105490e+08,4.784249e+08,7.500000e+06,64,20u,2.006440e-05,1.738158e+06,53.185,7.500000e+05,no,yes
slow,11,low,1.105490e+08,4.784249e+08,7.500000e+06,64,40u,4.007872e-05,2.897530e+06,42.537,7.500000e+05,no,no
slow,11,low,1.105490e+08,4.784249e+08,7.500000e+06,64,80u,8.003451e-05,4.496462e+06,31.833,7.500000e+05,no,no
slow,11,mid,3.827322e+08,6.264092e+08,5.500000e+06,114,2.5u,2.517044e-06,5.207322e+05,56.031,5.500000e+05,yes,yes
slow,11,mid,3.827322e+08,6.264092e+08,5.500000e+06,114,5u,5.028064e-06,9.467671e+05,59.090,5.500000e+05,no,yes
slow,11,mid,3.827322e+08,6.264092e+08,5.500000e+06,114,10u,1.004412e-05,1.700482e+06,53.544,5.500000e+05,no,yes
slow,11,mid,3.827322e+08,6.264092e+08,5.500000e+06,114,20u,2.006440e-05,2.843909e+06,42.982,5.500000e+05,no,no
slow,11,mid,3.827322e+08,6.264092e+08,5.500000e+06,114,40u,4.007872e-05,4.424334e+06,32.220,5.500000e+05,no,no
slow,11,mid,3.827322e+08,6.264092e+08,5.500000e+06,114,80u,8.003451e-05,6.572690e+06,23.408,5.500000e+05,no,no
slow,11,mid,3.827322e+08,6.264092e+08,6.500000e+06,96,2.5u,2.517044e-06,6.020715e+05,57.580,6.500000e+05,yes,yes
slow,11,mid,3.827322e+08,6.264092e+08,6.500000e+06,96,5u,5.028064e-06,1.099674e+06,58.458,6.500000e+05,no,yes
slow,11,mid,3.827322e+08,6.264092e+08,6.500000e+06,96,10u,1.004412e-05,1.946985e+06,51.173,6.500000e+05,no,yes
slow,11,mid,3.827322e+08,6.264092e+08,6.500000e+06,96,20u,2.006440e-05,3.192343e+06,40.195,6.500000e+05,no,no
slow,11,mid,3.827322e+08,6.264092e+08,6.500000e+06,96,40u,4.007872e-05,4.897653e+06,29.820,6.500000e+05,no,no
slow,11,mid,3.827322e+08,6.264092e+08,6.500000e+06,96,80u,8.003451e-05,7.219913e+06,21.566,6.500000e+05,no,no
slow,11,mid,3.827322e+08,6.264092e+08,7.500000e+06,84,2.5u,2.517044e-06,6.753908e+05,58.446,7.500000e+05,yes,yes
slow,11,mid,3.827322e+08,6.264092e+08,7.500000e+06,84,5u,5.028064e-06,1.233623e+06,57.597,7.500000e+05,no,yes
slow,11,mid,3.827322e+08,6.264092e+08,7.500000e+06,84,10u,1.004412e-05,2.155390e+06,49.172,7.500000e+05,no,yes
slow,11,mid,3.827322e+08,6.264092e+08,7.500000e+06,84,20u,2.006440e-05,3.482221e+06,38.064,7.500000e+05,no,no
slow,11,mid,3.827322e+08,6.264092e+08,7.500000e+06,84,40u,4.007872e-05,5.291223e+06,28.050,7.500000e+05,no,no
slow,11,mid,3.827322e+08,6.264092e+08,7.500000e+06,84,80u,8.003451e-05,7.759732e+06,20.226,7.500000e+05,no,no
slow,11,mid,3.827322e+08,6.264092e+08,9.000000e+06,70,2.5u,2.517044e-06,7.916744e+05,59.106,9.000000e+05,yes,yes
slow,11,mid,3.827322e+08,6.264092e+08,9.000000e+06,70,5u,5.028064e-06,1.438889e+06,55.946,9.000000e+05,no,yes
slow,11,mid,3.827322e+08,6.264092e+08,9.000000e+06,70,10u,1.004412e-05,2.464109e+06,46.296,9.000000e+05,no,yes
slow,11,mid,3.827322e+08,6.264092e+08,9.000000e+06,70,20u,2.006440e-05,3.906691e+06,35.237,9.000000e+05,no,no
slow,11,mid,3.827322e+08,6.264092e+08,9.000000e+06,70,40u,4.007872e-05,5.868197e+06,25.771,9.000000e+05,no,no
slow,11,mid,3.827322e+08,6.264092e+08,9.000000e+06,70,80u,8.003451e-05,8.553509e+06,18.521,9.000000e+05,no,no
slow,11,top,2.394389e+08,1.041953e+09,9.000000e+06,116,2.5u,2.517044e-06,3.535203e+05,49.651,9.000000e+05,yes,yes
slow,11,top,2.394389e+08,1.041953e+09,9.000000e+06,116,5u,5.028064e-06,6.196795e+05,57.827,9.000000e+05,yes,yes
slow,11,top,2.394389e+08,1.041953e+09,9.000000e+06,116,10u,1.004412e-05,1.132176e+06,58.271,9.000000e+05,no,yes
slow,11,top,2.394389e+08,1.041953e+09,9.000000e+06,116,20u,2.006440e-05,1.998154e+06,50.679,9.000000e+05,no,yes
slow,11,top,2.394389e+08,1.041953e+09,9.000000e+06,116,40u,4.007872e-05,3.263711e+06,39.655,9.000000e+05,no,no
slow,11,top,2.394389e+08,1.041953e+09,9.000000e+06,116,80u,8.003451e-05,4.993700e+06,29.371,9.000000e+05,no,no
slow,11,top,2.394389e+08,1.041953e+09,1.100000e+07,95,2.5u,2.517044e-06,4.125070e+05,52.552,1.100000e+06,yes,yes
slow,11,top,2.394389e+08,1.041953e+09,1.100000e+07,95,5u,5.028064e-06,7.366359e+05,58.885,1.100000e+06,yes,yes
slow,11,top,2.394389e+08,1.041953e+09,1.100000e+07,95,10u,1.004412e-05,1.342791e+06,56.756,1.100000e+06,no,yes
slow,11,top,2.394389e+08,1.041953e+09,1.100000e+07,95,20u,2.006440e-05,2.321003e+06,47.612,1.100000e+06,no,yes
slow,11,top,2.394389e+08,1.041953e+09,1.100000e+07,95,40u,4.007872e-05,3.710354e+06,36.503,1.100000e+06,no,no
slow,11,top,2.394389e+08,1.041953e+09,1.100000e+07,95,80u,8.003451e-05,5.600254e+06,26.787,1.100000e+06,no,no
slow,11,top,2.394389e+08,1.041953e+09,1.300000e+07,80,2.5u,2.517044e-06,4.736095e+05,54.756,1.300000e+06,yes,yes
slow,11,top,2.394389e+08,1.041953e+09,1.300000e+07,80,5u,5.028064e-06,8.561455e+05,59.198,1.300000e+06,yes,yes
slow,11,top,2.394389e+08,1.041953e+09,1.300000e+07,80,10u,1.004412e-05,1.549209e+06,54.959,1.300000e+06,no,yes
slow,11,top,2.394389e+08,1.041953e+09,1.300000e+07,80,20u,2.006440e-05,2.625844e+06,44.851,1.300000e+06,no,no
slow,11,top,2.394389e+08,1.041953e+09,1.300000e+07,80,40u,4.007872e-05,4.127437e+06,33.896,1.300000e+06,no,no
slow,11,top,2.394389e+08,1.041953e+09,1.300000e+07,80,80u,8.003451e-05,6.167798e+06,24.715,1.300000e+06,no,no
slow,11,top,2.394389e+08,1.041953e+09,1.600000e+07,65,2.5u,2.517044e-06,5.629282e+05,56.924,1.600000e+06,yes,yes
slow,11,top,2.394389e+08,1.041953e+09,1.600000e+07,65,5u,5.028064e-06,1.026658e+06,58.818,1.600000e+06,yes,yes
slow,11,top,2.394389e+08,1.041953e+09,1.600000e+07,65,10u,1.004412e-05,1.830533e+06,52.297,1.600000e+06,no,yes
slow,11,top,2.394389e+08,1.041953e+09,1.600000e+07,65,20u,2.006440e-05,3.028644e+06,41.473,1.600000e+06,no,no
slow,11,top,2.394389e+08,1.041953e+09,1.600000e+07,65,40u,4.007872e-05,4.675377e+06,30.907,1.600000e+06,no,no
slow,11,top,2.394389e+08,1.041953e+09,1.600000e+07,65,80u,8.003451e-05,6.915714e+06,22.397,1.600000e+06,no,no
fast,00,low,7.352722e+07,5.702764e+08,4.500000e+06,127,2.5u,2.519932e-06,1.482274e+05,24.200,4.500000e+05,yes,no
fast,00,low,7.352722e+07,5.702764e+08,4.500000e+06,127,5u,5.032486e-06,2.209917e+05,33.241,4.500000e+05,yes,no
fast,00,low,7.352722e+07,5.702764e+08,4.500000e+06,127,10u,1.005123e-05,3.459239e+05,44.127,4.500000e+05,yes,no
fast,00,low,7.352722e+07,5.702764e+08,4.500000e+06,127,20u,2.007734e-05,5.832670e+05,54.429,4.500000e+05,no,yes
fast,00,low,7.352722e+07,5.702764e+08,4.500000e+06,127,40u,4.010720e-05,1.052635e+06,59.187,4.500000e+05,no,yes
fast,00,low,7.352722e+07,5.702764e+08,4.500000e+06,127,80u,8.011615e-05,1.907537e+06,55.273,4.500000e+05,no,yes
fast,00,low,7.352722e+07,5.702764e+08,5.500000e+06,104,2.5u,2.519932e-06,1.657719e+05,26.580,5.500000e+05,yes,no
fast,00,low,7.352722e+07,5.702764e+08,5.500000e+06,104,5u,5.032486e-06,2.499644e+05,36.248,5.500000e+05,yes,no
fast,00,low,7.352722e+07,5.702764e+08,5.500000e+06,104,10u,1.005123e-05,3.988851e+05,47.349,5.500000e+05,yes,yes
fast,00,low,7.352722e+07,5.702764e+08,5.500000e+06,104,20u,2.007734e-05,6.881655e+05,56.601,5.500000e+05,no,yes
fast,00,low,7.352722e+07,5.702764e+08,5.500000e+06,104,40u,4.010720e-05,1.253824e+06,58.940,5.500000e+05,no,yes
fast,00,low,7.352722e+07,5.702764e+08,5.500000e+06,104,80u,8.011615e-05,2.242003e+06,52.780,5.500000e+05,no,yes
fast,00,low,7.352722e+07,5.702764e+08,6.500000e+06,88,2.5u,2.519932e-06,1.823829e+05,28.716,6.500000e+05,yes,no
fast,00,low,7.352722e+07,5.702764e+08,6.500000e+06,88,5u,5.032486e-06,2.780776e+05,38.869,6.500000e+05,yes,no
fast,00,low,7.352722e+07,5.702764e+08,6.500000e+06,88,10u,1.005123e-05,4.516920e+05,49.944,6.500000e+05,yes,yes
fast,00,low,7.352722e+07,5.702764e+08,6.500000e+06,88,20u,2.007734e-05,7.932798e+05,57.960,6.500000e+05,no,yes
fast,00,low,7.352722e+07,5.702764e+08,6.500000e+06,88,40u,4.010720e-05,1.449490e+06,58.155,6.500000e+05,no,yes
fast,00,low,7.352722e+07,5.702764e+08,6.500000e+06,88,80u,8.011615e-05,2.553323e+06,50.395,6.500000e+05,no,yes
fast,00,low,7.352722e+07,5.702764e+08,7.500000e+06,76,2.5u,2.519932e-06,1.986683e+05,30.698,7.500000e+05,yes,no
fast,00,low,7.352722e+07,5.702764e+08,7.500000e+06,76,5u,5.032486e-06,3.062744e+05,41.227,7.500000e+05,yes,no
fast,00,low,7.352722e+07,5.702764e+08,7.500000e+06,76,10u,1.005123e-05,5.057793e+05,52.083,7.500000e+05,yes,yes
fast,00,low,7.352722e+07,5.702764e+08,7.500000e+06,76,20u,2.007734e-05,9.005805e+05,58.757,7.500000e+05,no,yes
fast,00,low,7.352722e+07,5.702764e+08,7.500000e+06,76,40u,4.010720e-05,1.643100e+06,57.061,7.500000e+05,no,yes
fast,00,low,7.352722e+07,5.702764e+08,7.500000e+06,76,80u,8.011615e-05,2.850613e+06,48.148,7.500000e+05,no,yes
fast,00,mid,2.298839e+08,6.612998e+08,5.500000e+06,120,2.5u,2.519932e-06,3.045346e+05,41.089,5.500000e+05,yes,no
fast,00,mid,2.298839e+08,6.612998e+08,5.500000e+06,120,5u,5.032486e-06,5.023755e+05,51.962,5.500000e+05,yes,yes
fast,00,mid,2.298839e+08,6.612998e+08,5.500000e+06,120,10u,1.005123e-05,8.937612e+05,58.721,5.500000e+05,no,yes
fast,00,mid,2.298839e+08,6.612998e+08,5.500000e+06,120,20u,2.007734e-05,1.630877e+06,57.136,5.500000e+05,no,yes
fast,00,mid,2.298839e+08,6.612998e+08,5.500000e+06,120,40u,4.010720e-05,2.832196e+06,48.285,5.500000e+05,no,yes
fast,00,mid,2.298839e+08,6.612998e+08,5.500000e+06,120,80u,8.011615e-05,4.547783e+06,37.167,5.500000e+05,no,no
fast,00,mid,2.298839e+08,6.612998e+08,6.500000e+06,102,2.5u,2.519932e-06,3.401273e+05,43.731,6.500000e+05,yes,no
fast,00,mid,2.298839e+08,6.612998e+08,6.500000e+06,102,5u,5.032486e-06,5.717688e+05,54.126,6.500000e+05,yes,yes
fast,00,mid,2.298839e+08,6.612998e+08,6.500000e+06,102,10u,1.005123e-05,1.030076e+06,59.164,6.500000e+05,no,yes
fast,00,mid,2.298839e+08,6.612998e+08,6.500000e+06,102,20u,2.007734e-05,1.868939e+06,55.547,6.500000e+05,no,yes
fast,00,mid,2.298839e+08,6.612998e+08,6.500000e+06,102,40u,4.010720e-05,3.186928e+06,45.695,6.500000e+05,no,yes
fast,00,mid,2.298839e+08,6.612998e+08,6.500000e+06,102,80u,8.011615e-05,5.034220e+06,34.674,6.500000e+05,no,no
fast,00,mid,2.298839e+08,6.612998e+08,7.500000e+06,88,2.5u,2.519932e-06,3.774168e+05,46.125,7.500000e+05,yes,yes
fast,00,mid,2.298839e+08,6.612998e+08,7.500000e+06,88,5u,5.032486e-06,6.454009e+05,55.832,7.500000e+05,yes,yes
fast,00,mid,2.298839e+08,6.612998e+08,7.500000e+06,88,10u,1.005123e-05,1.172314e+06,59.126,7.500000e+05,no,yes
fast,00,mid,2.298839e+08,6.612998e+08,7.500000e+06,88,20u,2.007734e-05,2.108391e+06,53.793,7.500000e+05,no,yes
fast,00,mid,2.298839e+08,6.612998e+08,7.500000e+06,88,40u,4.010720e-05,3.534051e+06,43.297,7.500000e+05,no,no
fast,00,mid,2.298839e+08,6.612998e+08,7.500000e+06,88,80u,8.011615e-05,5.507306e+06,32.497,7.500000e+05,no,no
fast,00,mid,2.298839e+08,6.612998e+08,9.000000e+06,73,2.5u,2.519932e-06,4.328048e+05,49.079,9.000000e+05,yes,yes
fast,00,mid,2.298839e+08,6.612998e+08,9.000000e+06,73,5u,5.032486e-06,7.555460e+05,57.549,9.000000e+05,yes,yes
fast,00,mid,2.298839e+08,6.612998e+08,9.000000e+06,73,10u,1.005123e-05,1.379725e+06,58.481,9.000000e+05,no,yes
fast,00,mid,2.298839e+08,6.612998e+08,9.000000e+06,73,20u,2.007734e-05,2.443662e+06,51.235,9.000000e+05,no,yes
fast,00,mid,2.298839e+08,6.612998e+08,9.000000e+06,73,40u,4.010720e-05,4.008656e+06,40.264,9.000000e+05,no,no
fast,00,mid,2.298839e+08,6.612998e+08,9.000000e+06,73,80u,8.011615e-05,6.152101e+06,29.878,9.000000e+05,no,no
fast,00,top,2.384609e+08,9.537638e+08,7.500000e+06,127,2.5u,2.519932e-06,3.004896e+05,40.764,7.500000e+05,yes,no
fast,00,top,2.384609e+08,9.537638e+08,7.500000e+06,127,5u,5.032486e-06,4.945656e+05,51.677,7.500000e+05,yes,yes
fast,00,top,2.384609e+08,9.537638e+08,7.500000e+06,127,10u,1.005123e-05,8.783087e+05,58.631,7.500000e+05,no,yes
fast,00,top,2.384609e+08,9.537638e+08,7.500000e+06,127,20u,2.007734e-05,1.603317e+06,57.305,7.500000e+05,no,yes
fast,00,top,2.384609e+08,9.537638e+08,7.500000e+06,127,40u,4.010720e-05,2.790364e+06,48.598,7.500000e+05,no,yes
fast,00,top,2.384609e+08,9.537638e+08,7.500000e+06,127,80u,8.011615e-05,4.490107e+06,37.481,7.500000e+05,no,no
fast,00,top,2.384609e+08,9.537638e+08,9.000000e+06,106,2.5u,2.519932e-06,3.396949e+05,43.702,9.000000e+05,yes,no
fast,00,top,2.384609e+08,9.537638e+08,9.000000e+06,106,5u,5.032486e-06,5.709200e+05,54.103,9.000000e+05,yes,yes
fast,00,top,2.384609e+08,9.537638e+08,9.000000e+06,106,10u,1.005123e-05,1.028422e+06,59.161,9.000000e+05,no,yes
fast,00,top,2.384609e+08,9.537638e+08,9.000000e+06,106,20u,2.007734e-05,1.866104e+06,55.568,9.000000e+05,no,yes
fast,00,top,2.384609e+08,9.537638e+08,9.000000e+06,106,40u,4.010720e-05,3.182761e+06,45.724,9.000000e+05,no,yes
fast,00,top,2.384609e+08,9.537638e+08,9.000000e+06,106,80u,8.011615e-05,5.028533e+06,34.702,9.000000e+05,no,no
fast,00,top,2.384609e+08,9.537638e+08,1.100000e+07,87,2.5u,2.519932e-06,3.907217e+05,46.896,1.100000e+06,yes,yes
fast,00,top,2.384609e+08,9.537638e+08,1.100000e+07,87,5u,5.032486e-06,6.718134e+05,56.324,1.100000e+06,yes,yes
fast,00,top,2.384609e+08,9.537638e+08,1.100000e+07,87,10u,1.005123e-05,1.222647e+06,59.023,1.100000e+06,no,yes
fast,00,top,2.384609e+08,9.537638e+08,1.100000e+07,87,20u,2.007734e-05,2.191165e+06,53.167,1.100000e+06,no,yes
fast,00,top,2.384609e+08,9.537638e+08,1.100000e+07,87,40u,4.010720e-05,3.652282e+06,42.514,1.100000e+06,no,no
fast,00,top,2.384609e+08,9.537638e+08,1.100000e+07,87,80u,8.011615e-05,5.668064e+06,31.809,1.100000e+06,no,no
fast,00,top,2.384609e+08,9.537638e+08,1.300000e+07,73,2.5u,2.519932e-06,4.448944e+05,49.640,1.300000e+06,yes,yes
fast,00,top,2.384609e+08,9.537638e+08,1.300000e+07,73,5u,5.032486e-06,7.796073e+05,57.820,1.300000e+06,yes,yes
fast,00,top,2.384609e+08,9.537638e+08,1.300000e+07,73,10u,1.005123e-05,1.424153e+06,58.279,1.300000e+06,no,yes
fast,00,top,2.384609e+08,9.537638e+08,1.300000e+07,73,20u,2.007734e-05,2.513642e+06,50.699,1.300000e+06,no,yes
fast,00,top,2.384609e+08,9.537638e+08,1.300000e+07,73,40u,4.010720e-05,4.106463e+06,39.675,1.300000e+06,no,no
fast,00,top,2.384609e+08,9.537638e+08,1.300000e+07,73,80u,8.011615e-05,6.284877e+06,29.384,1.300000e+06,no,no
fast,11,low,1.360254e+08,5.890256e+08,5.500000e+06,107,2.5u,2.519932e-06,2.341761e+05,34.649,5.500000e+05,yes,no
fast,11,low,1.360254e+08,5.890256e+08,5.500000e+06,107,5u,5.032486e-06,3.697985e+05,45.665,5.500000e+05,yes,yes
fast,11,low,1.360254e+08,5.890256e+08,5.500000e+06,107,10u,1.005123e-05,6.303558e+05,55.526,5.500000e+05,no,yes
fast,11,low,1.360254e+08,5.890256e+08,5.500000e+06,107,20u,2.007734e-05,1.143591e+06,59.166,5.500000e+05,no,yes
fast,11,low,1.360254e+08,5.890256e+08,5.500000e+06,107,40u,4.010720e-05,2.060828e+06,54.149,5.500000e+05,no,yes
fast,11,low,1.360254e+08,5.890256e+08,5.500000e+06,107,80u,8.011615e-05,3.465648e+06,43.758,5.500000e+05,no,no
fast,11,low,1.360254e+08,5.890256e+08,6.500000e+06,91,2.5u,2.519932e-06,2.591265e+05,37.133,6.500000e+05,yes,no
fast,11,low,1.360254e+08,5.890256e+08,6.500000e+06,91,5u,5.032486e-06,4.159250e+05,48.248,6.500000e+05,yes,yes
fast,11,low,1.360254e+08,5.890256e+08,6.500000e+06,91,10u,1.005123e-05,7.220044e+05,57.114,6.500000e+05,no,yes
fast,11,low,1.360254e+08,5.890256e+08,6.500000e+06,91,20u,2.007734e-05,1.317397e+06,58.732,6.500000e+05,no,yes
fast,11,low,1.360254e+08,5.890256e+08,6.500000e+06,91,40u,4.010720e-05,2.344597e+06,51.995,6.500000e+05,no,yes
fast,11,low,1.360254e+08,5.890256e+08,6.500000e+06,91,80u,8.011615e-05,3.869406e+06,41.124,6.500000e+05,no,no
fast,11,low,1.360254e+08,5.890256e+08,7.500000e+06,79,2.5u,2.519932e-06,2.838179e+05,39.370,7.500000e+05,yes,no
fast,11,low,1.360254e+08,5.890256e+08,7.500000e+06,79,5u,5.032486e-06,4.625849e+05,50.413,7.500000e+05,yes,yes
fast,11,low,1.360254e+08,5.890256e+08,7.500000e+06,79,10u,1.005123e-05,8.148608e+05,58.162,7.500000e+05,no,yes
fast,11,low,1.360254e+08,5.890256e+08,7.500000e+06,79,20u,2.007734e-05,1.488831e+06,57.953,7.500000e+05,no,yes
fast,11,low,1.360254e+08,5.890256e+08,7.500000e+06,79,40u,4.010720e-05,2.614601e+06,49.928,7.500000e+05,no,yes
fast,11,low,1.360254e+08,5.890256e+08,7.500000e+06,79,80u,8.011615e-05,4.246883e+06,38.851,7.500000e+05,no,no
fast,11,low,1.360254e+08,5.890256e+08,9.000000e+06,65,2.5u,2.519932e-06,3.232375e+05,42.524,9.000000e+05,yes,no
fast,11,low,1.360254e+08,5.890256e+08,9.000000e+06,65,5u,5.032486e-06,5.387026e+05,53.172,9.000000e+05,yes,yes
fast,11,low,1.360254e+08,5.890256e+08,9.000000e+06,65,10u,1.005123e-05,9.653632e+05,59.024,9.000000e+05,no,yes
fast,11,low,1.360254e+08,5.890256e+08,9.000000e+06,65,20u,2.007734e-05,1.757044e+06,56.321,9.000000e+05,no,yes
fast,11,low,1.360254e+08,5.890256e+08,9.000000e+06,65,40u,4.010720e-05,3.021582e+06,46.886,9.000000e+05,no,yes
fast,11,low,1.360254e+08,5.890256e+08,9.000000e+06,65,80u,8.011615e-05,4.807969e+06,35.800,9.000000e+05,no,no
fast,11,mid,5.901992e+08,8.068929e+08,6.500000e+06,124,2.5u,2.519932e-06,5.983733e+05,54.804,6.500000e+05,yes,yes
fast,11,mid,5.901992e+08,8.068929e+08,6.500000e+06,124,5u,5.032486e-06,1.081687e+06,59.199,6.500000e+05,no,yes
fast,11,mid,5.901992e+08,8.068929e+08,6.500000e+06,124,10u,1.005123e-05,1.956631e+06,54.917,6.500000e+05,no,yes
fast,11,mid,5.901992e+08,8.068929e+08,6.500000e+06,124,20u,2.007734e-05,3.314877e+06,44.794,6.500000e+05,no,no
fast,11,mid,5.901992e+08,8.068929e+08,6.500000e+06,124,40u,4.010720e-05,5.208959e+06,33.843,6.500000e+05,no,no
fast,11,mid,5.901992e+08,8.068929e+08,6.500000e+06,124,80u,8.011615e-05,7.783781e+06,24.670,6.500000e+05,no,no
fast,11,mid,5.901992e+08,8.068929e+08,7.500000e+06,108,2.5u,2.519932e-06,6.708850e+05,56.308,7.500000e+05,yes,yes
fast,11,mid,5.901992e+08,8.068929e+08,7.500000e+06,108,5u,5.032486e-06,1.220780e+06,59.028,7.500000e+05,no,yes
fast,11,mid,5.901992e+08,8.068929e+08,7.500000e+06,108,10u,1.005123e-05,2.187912e+06,53.192,7.500000e+05,no,yes
fast,11,mid,5.901992e+08,8.068929e+08,7.500000e+06,108,20u,2.007734e-05,3.647478e+06,42.545,7.500000e+05,no,no
fast,11,mid,5.901992e+08,8.068929e+08,7.500000e+06,108,40u,4.010720e-05,5.661674e+06,31.836,7.500000e+05,no,no
fast,11,mid,5.901992e+08,8.068929e+08,7.500000e+06,108,80u,8.011615e-05,8.401458e+06,23.108,7.500000e+05,no,no
fast,11,mid,5.901992e+08,8.068929e+08,9.000000e+06,90,2.5u,2.519932e-06,7.831075e+05,57.857,9.000000e+05,yes,yes
fast,11,mid,5.901992e+08,8.068929e+08,9.000000e+06,90,5u,5.032486e-06,1.430470e+06,58.249,9.000000e+05,no,yes
fast,11,mid,5.901992e+08,8.068929e+08,9.000000e+06,90,10u,1.005123e-05,2.523308e+06,50.625,9.000000e+05,no,yes
fast,11,mid,5.901992e+08,8.068929e+08,9.000000e+06,90,20u,2.007734e-05,4.119793e+06,39.596,9.000000e+05,no,no
fast,11,mid,5.901992e+08,8.068929e+08,9.000000e+06,90,40u,4.010720e-05,6.303121e+06,29.317,9.000000e+05,no,no
fast,11,mid,5.901992e+08,8.068929e+08,9.000000e+06,90,80u,8.011615e-05,9.279236e+06,21.181,9.000000e+05,no,no
fast,11,mid,5.901992e+08,8.068929e+08,1.100000e+07,73,2.5u,2.519932e-06,9.388261e+05,58.931,1.100000e+06,yes,yes
