corner_tag,tau_xwin,tau_s,state_discharged_start,state_charged_start,lka_min_v,lka_max_v,lka_avg_v,lkb_min_v,lkb_max_v,lkb_avg_v,vwin_a_min_v,vwin_a_max_v,vwin_a_avg_v
mos_tt_res_typ_-40c_3.3v_3p5MHz_ideal0.00,0.50,2.927865e-09,IN,IN,-1.050530e-07,5.045400e-07,1.931680e-07,-2.957220e-07,2.972030e-07,1.622030e-10,3.182500e+00,3.196200e+00,3.189490e+00
mos_tt_res_typ_-40c_3.3v_3p5MHz_ideal0.00,1.00,5.855730e-09,OUT,OUT,3.257690e+00,3.298320e+00,3.283620e+00,3.257670e+00,3.298310e+00,3.283600e+00,6.106130e-01,7.997210e-01,7.074540e-01
mos_tt_res_typ_-40c_3.3v_3p5MHz_ideal0.00,1.20,7.026876e-09,OUT,OUT,3.296150e+00,3.300090e+00,3.300000e+00,3.296150e+00,3.300090e+00,3.300000e+00,1.060270e-01,2.956940e-01,2.018800e-01
mos_tt_res_typ_-40c_3.3v_3p5MHz_ideal0.00,1.40,8.198022e-09,OUT,OUT,3.297310e+00,3.300070e+00,3.300000e+00,3.297310e+00,3.300070e+00,3.300000e+00,1.611560e-02,2.103430e-01,1.141510e-01
mos_tt_res_typ_-40c_3.3v_3p5MHz_ideal0.00,1.60,9.369168e-09,OUT,OUT,3.297620e+00,3.300070e+00,3.300000e+00,3.297620e+00,3.300070e+00,3.300000e+00,5.024980e-03,1.991260e-01,1.027920e-01
mos_tt_res_typ_-40c_3.3v_3p5MHz_ideal0.00,1.80,1.054031e-08,OUT,OUT,3.297750e+00,3.300120e+00,3.300000e+00,3.297750e+00,3.300120e+00,3.300000e+00,-1.447490e-03,1.922490e-01,9.584010e-02
mos_tt_res_typ_-40c_3.3v_3p5MHz_ideal0.00,2.00,1.171146e-08,OUT,OUT,3.297780e+00,3.300130e+00,3.300000e+00,3.297780e+00,3.300130e+00,3.300000e+00,-2.817030e-03,1.901750e-01,9.375110e-02
mos_tt_res_typ_-40c_3.3v_3p5MHz_ideal0.00,2.50,1.463932e-08,OUT,OUT,3.297810e+00,3.300140e+00,3.300000e+00,3.297810e+00,3.300140e+00,3.300000e+00,-3.419290e-03,1.876410e-01,9.124070e-02
mos_tt_res_typ_-40c_3.3v_3p5MHz_ideal0.00,10.00,5.855730e-08,OUT,OUT,3.298170e+00,3.300140e+00,3.300000e+00,3.298170e+00,3.300140e+00,3.300000e+00,-3.448990e-03,1.579530e-01,6.455550e-02
mos_tt_res_typ_27c_3.3v_3p5MHz_ideal0.00,0.50,3.334460e-09,IN,IN,-1.209360e-07,5.251710e-07,1.938670e-07,-3.109290e-07,3.169460e-07,1.775600e-09,3.221430e+00,3.231870e+00,3.226770e+00
mos_tt_res_typ_27c_3.3v_3p5MHz_ideal0.00,1.00,6.668920e-09,TOG,TOG,3.507870e-01,1.241510e+00,6.877840e-01,3.005660e-01,9.636020e-01,5.288880e-01,1.545760e+00,1.765180e+00,1.656820e+00
mos_tt_res_typ_27c_3.3v_3p5MHz_ideal0.00,1.20,8.002704e-09,OUT,OUT,3.295280e+00,3.300320e+00,3.300000e+00,3.295280e+00,3.300320e+00,3.300000e+00,1.586380e-01,3.758800e-01,2.663460e-01
mos_tt_res_typ_27c_3.3v_3p5MHz_ideal0.00,1.40,9.336488e-09,OUT,OUT,3.296810e+00,3.300210e+00,3.300000e+00,3.296810e+00,3.300210e+00,3.300000e+00,7.271780e-02,2.936530e-01,1.828630e-01
mos_tt_res_typ_27c_3.3v_3p5MHz_ideal0.00,1.60,1.067027e-08,OUT,OUT,3.297380e+00,3.300120e+00,3.300000e+00,3.297380e+00,3.300120e+00,3.300000e+00,1.324250e-02,2.372150e-01,1.250500e-01
mos_tt_res_typ_27c_3.3v_3p5MHz_ideal0.00,1.80,1.200406e-08,OUT,OUT,3.297540e+00,3.300100e+00,3.300000e+00,3.297540e+00,3.300100e+00,3.300000e+00,4.604280e-03,2.281370e-01,1.153850e-01
mos_tt_res_typ_27c_3.3v_3p5MHz_ideal0.00,2.00,1.333784e-08,OUT,OUT,3.297620e+00,3.300100e+00,3.300000e+00,3.297620e+00,3.300100e+00,3.300000e+00,-8.361980e-04,2.220320e-01,1.090580e-01
mos_tt_res_typ_27c_3.3v_3p5MHz_ideal0.00,2.50,1.667230e-08,OUT,OUT,3.297670e+00,3.300130e+00,3.300000e+00,3.297670e+00,3.300130e+00,3.300000e+00,-2.867840e-03,2.175540e-01,1.047230e-01
mos_tt_res_typ_27c_3.3v_3p5MHz_ideal0.00,10.00,6.668920e-08,OUT,OUT,3.298100e+00,3.300130e+00,3.300000e+00,3.298100e+00,3.300130e+00,3.300000e+00,-2.997650e-03,1.784470e-01,6.997130e-02
mos_tt_res_typ_125c_3.3v_3p5MHz_ideal0.00,0.50,3.980010e-09,IN,IN,1.166310e-06,2.257760e-06,1.550120e-06,-1.242340e-07,9.334380e-07,4.013650e-07,3.218890e+00,3.232120e+00,3.225700e+00
mos_tt_res_typ_125c_3.3v_3p5MHz_ideal0.00,1.00,7.960020e-09,IN,IN,-1.446340e-06,4.252400e-06,1.550020e-06,-2.688270e-06,2.897950e-06,4.013410e-07,3.218890e+00,3.232130e+00,3.225700e+00
mos_tt_res_typ_125c_3.3v_3p5MHz_ideal0.00,1.20,9.552024e-09,OUT,OUT,3.293620e+00,3.300080e+00,3.299300e+00,3.293620e+00,3.300080e+00,3.299300e+00,2.615110e-01,5.226230e-01,3.926510e-01
mos_tt_res_typ_125c_3.3v_3p5MHz_ideal0.00,1.40,1.114403e-08,OUT,OUT,3.296290e+00,3.300320e+00,3.299960e+00,3.296290e+00,3.300320e+00,3.299960e+00,4.502210e-02,3.965440e-01,2.238490e-01
mos_tt_res_typ_125c_3.3v_3p5MHz_ideal0.00,1.60,1.273603e-08,OUT,OUT,3.297160e+00,3.300050e+00,3.299990e+00,3.297160e+00,3.300050e+00,3.299990e+00,1.225400e-02,2.890180e-01,1.495090e-01
mos_tt_res_typ_125c_3.3v_3p5MHz_ideal0.00,1.80,1.432804e-08,OUT,OUT,3.297230e+00,3.300060e+00,3.299990e+00,3.297230e+00,3.300060e+00,3.299990e+00,3.550120e-03,2.833160e-01,1.427730e-01
mos_tt_res_typ_125c_3.3v_3p5MHz_ideal0.00,2.00,1.592004e-08,OUT,OUT,3.297380e+00,3.300130e+00,3.299990e+00,3.297380e+00,3.300130e+00,3.299990e+00,3.068770e-04,2.766070e-01,1.373310e-01
mos_tt_res_typ_125c_3.3v_3p5MHz_ideal0.00,2.50,1.990005e-08,OUT,OUT,3.297450e+00,3.300110e+00,3.300000e+00,3.297450e+00,3.300110e+00,3.300000e+00,-1.789990e-03,2.710550e-01,1.317270e-01
mos_tt_res_typ_125c_3.3v_3p5MHz_ideal0.00,10.00,7.960020e-08,OUT,OUT,3.297960e+00,3.300140e+00,3.300000e+00,3.297960e+00,3.300140e+00,3.300000e+00,-2.015400e-03,2.112100e-01,7.884880e-02
mos_tt_res_bcs_-40c_3.3v_3p5MHz_ideal0.00,0.50,2.927865e-09,IN,IN,-1.242270e-07,4.869720e-07,1.735320e-07,-2.961080e-07,2.976230e-07,1.624200e-10,3.218980e+00,3.231180e+00,3.225240e+00
mos_tt_res_bcs_-40c_3.3v_3p5MHz_ideal0.00,1.00,5.855730e-09,OUT,OUT,3.170400e+00,3.286890e+00,3.238640e+00,3.169370e+00,3.286510e+00,3.237900e+00,7.020650e-01,9.588700e-01,8.350370e-01
mos_tt_res_bcs_-40c_3.3v_3p5MHz_ideal0.00,1.20,7.026876e-09,OUT,OUT,3.294910e+00,3.300110e+00,3.300000e+00,3.294910e+00,3.300110e+00,3.300000e+00,1.429520e-01,3.903880e-01,2.673480e-01
mos_tt_res_bcs_-40c_3.3v_3p5MHz_ideal0.00,1.40,8.198022e-09,OUT,OUT,3.296410e+00,3.300070e+00,3.300000e+00,3.296410e+00,3.300070e+00,3.300000e+00,2.212250e-02,2.780050e-01,1.501990e-01
mos_tt_res_bcs_-40c_3.3v_3p5MHz_ideal0.00,1.60,9.369168e-09,OUT,OUT,3.296810e+00,3.300080e+00,3.300000e+00,3.296810e+00,3.300080e+00,3.300000e+00,8.356390e-03,2.649610e-01,1.354850e-01
mos_tt_res_bcs_-40c_3.3v_3p5MHz_ideal0.00,1.80,1.054031e-08,OUT,OUT,3.296990e+00,3.300090e+00,3.300000e+00,3.296990e+00,3.300090e+00,3.300000e+00,-3.769120e-04,2.552090e-01,1.264800e-01
mos_tt_res_bcs_-40c_3.3v_3p5MHz_ideal0.00,2.00,1.171146e-08,OUT,OUT,3.297030e+00,3.300140e+00,3.300000e+00,3.297030e+00,3.300140e+00,3.300000e+00,-2.272920e-03,2.524340e-01,1.234570e-01
mos_tt_res_bcs_-40c_3.3v_3p5MHz_ideal0.00,2.50,1.463932e-08,OUT,OUT,3.297070e+00,3.300150e+00,3.300000e+00,3.297070e+00,3.300150e+00,3.300000e+00,-3.104590e-03,2.491220e-01,1.202700e-01
mos_tt_res_bcs_-40c_3.3v_3p5MHz_ideal0.00,10.00,5.855730e-08,OUT,OUT,3.297540e+00,3.300150e+00,3.300000e+00,3.297540e+00,3.300150e+00,3.300000e+00,-3.141530e-03,2.102860e-01,8.456610e-02
mos_tt_res_bcs_27c_3.3v_3p5MHz_ideal0.00,0.50,3.334460e-09,IN,IN,-6.377760e-08,5.933760e-07,2.512170e-07,-3.109290e-07,3.169460e-07,1.775450e-09,3.221420e+00,3.235160e+00,3.228510e+00
mos_tt_res_bcs_27c_3.3v_3p5MHz_ideal0.00,1.00,6.668920e-09,IN,IN,1.259500e-01,2.941990e-01,1.968560e-01,1.046590e-01,2.384750e-01,1.622980e-01,1.812250e+00,2.059630e+00,1.938250e+00
mos_tt_res_bcs_27c_3.3v_3p5MHz_ideal0.00,1.20,8.002704e-09,OUT,OUT,3.293720e+00,3.300400e+00,3.299970e+00,3.293720e+00,3.300400e+00,3.299970e+00,2.149470e-01,4.985950e-01,3.575870e-01
mos_tt_res_bcs_27c_3.3v_3p5MHz_ideal0.00,1.40,9.336488e-09,OUT,OUT,3.295780e+00,3.300250e+00,3.300000e+00,3.295780e+00,3.300250e+00,3.300000e+00,9.780350e-02,3.866690e-01,2.449760e-01
mos_tt_res_bcs_27c_3.3v_3p5MHz_ideal0.00,1.60,1.067027e-08,OUT,OUT,3.296510e+00,3.300140e+00,3.300000e+00,3.296510e+00,3.300140e+00,3.300000e+00,1.867690e-02,3.133330e-01,1.683650e-01
mos_tt_res_bcs_27c_3.3v_3p5MHz_ideal0.00,1.80,1.200406e-08,OUT,OUT,3.296710e+00,3.300120e+00,3.300000e+00,3.296710e+00,3.300120e+00,3.300000e+00,7.766570e-03,3.021230e-01,1.564890e-01
mos_tt_res_bcs_27c_3.3v_3p5MHz_ideal0.00,2.00,1.333784e-08,OUT,OUT,3.296820e+00,3.300110e+00,3.300000e+00,3.296820e+00,3.300110e+00,3.300000e+00,5.285780e-04,2.941280e-01,1.483190e-01
mos_tt_res_bcs_27c_3.3v_3p5MHz_ideal0.00,2.50,1.667230e-08,OUT,OUT,3.296880e+00,3.300130e+00,3.300000e+00,3.296880e+00,3.300130e+00,3.300000e+00,-2.291570e-03,2.882920e-01,1.423090e-01
mos_tt_res_bcs_27c_3.3v_3p5MHz_ideal0.00,10.00,6.668920e-08,OUT,OUT,3.297450e+00,3.300130e+00,3.300000e+00,3.297450e+00,3.300130e+00,3.300000e+00,-2.530570e-03,2.371430e-01,9.592360e-02
mos_tt_res_bcs_125c_3.3v_3p5MHz_ideal0.00,0.50,3.980010e-09,IN,IN,1.248150e-06,2.368190e-06,1.793350e-06,-1.243280e-07,9.333440e-07,4.012680e-07,3.211190e+00,3.229970e+00,3.220950e+00
