corner_tag,tau_xwin,tau_s,state_discharged_start,state_charged_start,lka_min_v,lka_max_v,lka_avg_v,lkb_min_v,lkb_max_v,lkb_avg_v,vwin_a_min_v,vwin_a_max_v,vwin_a_avg_v
mos_tt_res_typ_27c_3.3v_3p5MHz_real,8.00,5.334472e-08,OUT,IN,3.296030e+00,3.301030e+00,3.300000e+00,-3.047180e-03,1.142050e-03,1.317250e-05,1.386680e+00,1.497590e+00,1.441230e+00
mos_tt_res_typ_27c_3.3v_3p5MHz_real,10.00,6.668090e-08,OUT,OUT,3.295970e+00,3.301300e+00,3.300000e+00,3.295970e+00,3.301300e+00,3.300000e+00,1.102520e+00,1.223740e+00,1.162000e+00
mos_tt_res_typ_27c_3.3v_3p5MHz_real,12.00,8.001708e-08,OUT,OUT,3.295840e+00,3.301470e+00,3.300000e+00,3.295850e+00,3.301470e+00,3.300000e+00,9.146770e-01,1.039350e+00,9.758020e-01
mos_tt_res_typ_27c_3.3v_3p5MHz_real,14.00,9.335326e-08,OUT,OUT,3.295760e+00,3.301630e+00,3.300000e+00,3.295760e+00,3.301630e+00,3.300000e+00,7.817050e-01,9.059630e-01,8.425040e-01
mos_tt_res_typ_27c_3.3v_3p5MHz_real,16.00,1.066894e-07,OUT,OUT,3.295740e+00,3.301800e+00,3.300000e+00,3.295740e+00,3.301800e+00,3.300000e+00,6.792430e-01,8.008370e-01,7.384010e-01
mos_tt_res_typ_27c_3.3v_3p5MHz_real,18.00,1.200256e-07,OUT,OUT,3.295790e+00,3.301950e+00,3.300000e+00,3.295790e+00,3.301950e+00,3.300000e+00,6.032350e-01,7.205620e-01,6.602520e-01
mos_tt_res_typ_27c_3.3v_3p5MHz_real,20.00,1.333618e-07,OUT,OUT,3.295740e+00,3.302100e+00,3.300000e+00,3.295740e+00,3.302100e+00,3.300000e+00,5.406560e-01,6.522680e-01,5.950420e-01
mos_tt_res_typ_125c_3.3v_3p5MHz_real,0.50,3.979570e-09,IN,IN,4.852840e-06,5.876580e-06,5.312690e-06,4.014010e-07,6.489540e-07,5.175500e-07,3.206350e+00,3.221230e+00,3.214010e+00
mos_tt_res_typ_125c_3.3v_3p5MHz_real,1.00,7.959140e-09,IN,IN,4.153460e-06,7.388320e-06,5.312490e-06,-6.592160e-07,2.157890e-06,5.175400e-07,3.206350e+00,3.221240e+00,3.214010e+00
mos_tt_res_typ_125c_3.3v_3p5MHz_real,1.25,9.948925e-09,IN,IN,-2.311100e-03,5.161610e-04,5.196010e-06,-2.304530e-03,5.047240e-04,4.021000e-07,3.159850e+00,3.178220e+00,3.169280e+00
mos_tt_res_typ_125c_3.3v_3p5MHz_real,1.50,1.193871e-08,IN,IN,-2.381680e-03,3.535400e-04,4.601100e-06,-2.371630e-03,3.429980e-04,-1.976480e-07,3.114730e+00,3.137620e+00,3.126610e+00
mos_tt_res_typ_125c_3.3v_3p5MHz_real,1.75,1.392849e-08,IN,IN,-2.570040e-03,4.434080e-04,4.606430e-06,-2.557250e-03,4.308990e-04,-1.878370e-07,3.058010e+00,3.085130e+00,3.072200e+00
mos_tt_res_typ_125c_3.3v_3p5MHz_real,2.00,1.591828e-08,IN,IN,-2.506370e-03,2.899630e-04,4.561760e-06,-2.491200e-03,2.794100e-04,-2.169540e-07,3.021700e+00,3.051140e+00,3.037120e+00
mos_tt_res_typ_125c_3.3v_3p5MHz_real,2.25,1.790807e-08,IN,IN,-2.637780e-03,3.466800e-04,4.417870e-06,-2.617250e-03,3.349950e-04,-3.257330e-07,2.972490e+00,3.005590e+00,2.989900e+00
mos_tt_res_typ_125c_3.3v_3p5MHz_real,2.50,1.989785e-08,IN,IN,-2.545990e-03,1.229540e-04,4.761890e-06,-2.518270e-03,1.160030e-04,1.146560e-07,2.932310e+00,2.967200e+00,2.950610e+00
mos_tt_res_typ_125c_3.3v_3p5MHz_real,3.00,2.387742e-08,IN,IN,-2.647050e-03,4.229080e-04,3.093580e-06,-2.552410e-03,4.044730e-04,-8.135390e-07,2.805380e+00,2.850460e+00,2.829270e+00
mos_tt_res_typ_125c_3.3v_3p5MHz_real,3.50,2.785699e-08,IN,IN,-2.892050e-03,5.184140e-04,2.213890e-06,-2.723770e-03,3.039250e-04,-3.381390e-07,2.712860e+00,2.763270e+00,2.739610e+00
mos_tt_res_typ_125c_3.3v_3p5MHz_real,4.00,3.183656e-08,IN,IN,-3.059580e-03,7.877440e-04,1.074580e-06,-2.948280e-03,6.298030e-04,-1.320370e-07,2.596000e+00,2.654570e+00,2.627220e+00
mos_tt_res_typ_125c_3.3v_3p5MHz_real,5.00,3.979570e-08,IN,IN,-3.086850e-03,9.593570e-04,4.701960e-07,-3.096190e-03,9.018760e-04,5.700210e-07,2.401530e+00,2.471250e+00,2.438480e+00
mos_tt_res_typ_125c_3.3v_3p5MHz_real,6.00,4.775484e-08,IN,IN,-3.026530e-03,1.072100e-03,4.615380e-07,-3.058290e-03,1.047610e-03,1.038120e-06,2.189430e+00,2.272760e+00,2.233140e+00
mos_tt_res_typ_125c_3.3v_3p5MHz_real,7.00,5.571398e-08,IN,IN,-2.969200e-03,1.082340e-03,2.761320e-07,-2.996000e-03,1.082030e-03,1.132710e-06,2.001570e+00,2.095870e+00,2.050450e+00
mos_tt_res_typ_125c_3.3v_3p5MHz_real,8.00,6.367312e-08,OUT,IN,3.289800e+00,3.300250e+00,3.297400e+00,-2.930960e-03,1.076990e-03,1.439790e-06,1.835590e+00,1.937040e+00,1.887280e+00
mos_tt_res_typ_125c_3.3v_3p5MHz_real,10.00,7.959140e-08,OUT,IN,3.296240e+00,3.300850e+00,3.299990e+00,-2.944470e-03,1.024760e-03,2.797100e-06,1.530560e+00,1.645710e+00,1.588160e+00
mos_tt_res_typ_125c_3.3v_3p5MHz_real,12.00,9.550968e-08,OUT,IN,3.296210e+00,3.301560e+00,3.299990e+00,1.398730e-03,4.077980e-02,1.557530e-02,1.269240e+00,1.391620e+00,1.329660e+00
mos_tt_res_typ_125c_3.3v_3p5MHz_real,14.00,1.114280e-07,OUT,OUT,3.296120e+00,3.301570e+00,3.300000e+00,3.296120e+00,3.301570e+00,3.300000e+00,1.105700e+00,1.228590e+00,1.167010e+00
mos_tt_res_typ_125c_3.3v_3p5MHz_real,16.00,1.273462e-07,OUT,OUT,3.296000e+00,3.301670e+00,3.299990e+00,3.296000e+00,3.301670e+00,3.299990e+00,9.717080e-01,1.091410e+00,1.030690e+00
mos_tt_res_typ_125c_3.3v_3p5MHz_real,18.00,1.432645e-07,OUT,OUT,3.295890e+00,3.301870e+00,3.299990e+00,3.295890e+00,3.301870e+00,3.299990e+00,8.699950e-01,9.839290e-01,9.264020e-01
mos_tt_res_typ_125c_3.3v_3p5MHz_real,20.00,1.591828e-07,OUT,OUT,3.295800e+00,3.301540e+00,3.299990e+00,3.295800e+00,3.301540e+00,3.299990e+00,7.881270e-01,8.941690e-01,8.411070e-01
mos_tt_res_bcs_-40c_3.3v_3p5MHz_real,0.50,2.927730e-09,IN,IN,2.005280e-06,2.469710e-06,2.211510e-06,-8.955300e-08,7.794640e-08,6.174240e-10,3.206800e+00,3.220460e+00,3.213810e+00
mos_tt_res_bcs_-40c_3.3v_3p5MHz_real,1.00,5.855460e-09,IN,IN,-1.615890e-03,1.659030e-03,2.321230e-06,-1.617030e-03,1.649910e-03,1.054270e-07,3.190410e+00,3.205380e+00,3.198040e+00
mos_tt_res_bcs_-40c_3.3v_3p5MHz_real,1.25,7.319325e-09,IN,IN,-2.503470e-03,1.899450e-04,2.075230e-06,-2.497250e-03,1.854840e-04,-1.397770e-07,3.134250e+00,3.152970e+00,3.144050e+00
mos_tt_res_bcs_-40c_3.3v_3p5MHz_real,1.50,8.783190e-09,IN,IN,-2.561850e-03,2.538070e-04,2.015590e-06,-2.553840e-03,2.484550e-04,-2.103350e-07,3.055490e+00,3.079760e+00,3.068230e+00
mos_tt_res_bcs_-40c_3.3v_3p5MHz_real,1.75,1.024706e-08,IN,IN,-2.572950e-03,1.779760e-04,1.928600e-06,-2.564320e-03,1.731600e-04,-3.014100e-07,2.992010e+00,3.020630e+00,3.007040e+00
mos_tt_res_bcs_-40c_3.3v_3p5MHz_real,2.00,1.171092e-08,IN,IN,-2.591380e-03,1.816690e-04,1.895730e-06,-2.580970e-03,1.765290e-04,-3.476850e-07,2.918450e+00,2.952210e+00,2.936180e+00
mos_tt_res_bcs_-40c_3.3v_3p5MHz_real,2.25,1.317479e-08,IN,IN,-2.604540e-03,1.868350e-04,2.075590e-06,-2.592280e-03,1.817170e-04,-1.821070e-07,2.834240e+00,2.874170e+00,2.855270e+00
mos_tt_res_bcs_-40c_3.3v_3p5MHz_real,2.50,1.463865e-08,IN,IN,-2.605880e-03,1.913510e-04,1.845520e-06,-2.592300e-03,1.858840e-04,-3.977880e-07,2.769750e+00,2.813760e+00,2.792870e+00
mos_tt_res_bcs_-40c_3.3v_3p5MHz_real,3.00,1.756638e-08,IN,IN,-2.706890e-03,2.030260e-04,1.487260e-06,-2.623630e-03,1.952490e-04,-5.450340e-07,2.629150e+00,2.681890e+00,2.656960e+00
mos_tt_res_bcs_-40c_3.3v_3p5MHz_real,3.50,2.049411e-08,IN,IN,-3.220250e-03,8.015800e-04,4.211850e-07,-2.940780e-03,3.445340e-04,-5.036830e-07,2.484020e+00,2.546200e+00,2.516600e+00
mos_tt_res_bcs_-40c_3.3v_3p5MHz_real,4.00,2.342184e-08,IN,IN,-3.355350e-03,1.180710e-03,-1.048810e-07,-3.324210e-03,1.007680e-03,7.157150e-08,2.333760e+00,2.406040e+00,2.371220e+00
mos_tt_res_bcs_-40c_3.3v_3p5MHz_real,5.00,2.927730e-08,IN,IN,-3.280610e-03,1.439060e-03,-3.094760e-07,-3.311280e-03,1.401580e-03,3.045680e-07,2.041470e+00,2.132930e+00,2.088600e+00
mos_tt_res_bcs_-40c_3.3v_3p5MHz_real,6.00,3.513276e-08,OUT,IN,3.295420e+00,3.300890e+00,3.300000e+00,-3.219290e-03,1.541350e-03,4.968960e-07,1.790850e+00,1.896680e+00,1.844120e+00
mos_tt_res_bcs_-40c_3.3v_3p5MHz_real,7.00,4.098822e-08,OUT,IN,3.295700e+00,3.300880e+00,3.300000e+00,-3.164490e-03,1.609300e-03,7.502450e-07,1.563360e+00,1.682340e+00,1.622470e+00
mos_tt_res_bcs_-40c_3.3v_3p5MHz_real,8.00,4.684368e-08,OUT,IN,3.295730e+00,3.300920e+00,3.300000e+00,-3.314830e-03,1.470800e-03,1.369670e-06,1.370760e+00,1.500040e+00,1.434840e+00
mos_tt_res_bcs_-40c_3.3v_3p5MHz_real,10.00,5.855460e-08,OUT,OUT,3.295530e+00,3.301200e+00,3.300000e+00,3.295540e+00,3.301200e+00,3.300000e+00,1.081710e+00,1.224250e+00,1.151710e+00
mos_tt_res_bcs_-40c_3.3v_3p5MHz_real,12.00,7.026552e-08,OUT,OUT,3.295290e+00,3.301380e+00,3.300000e+00,3.295290e+00,3.301370e+00,3.300000e+00,8.927080e-01,1.040550e+00,9.649790e-01
mos_tt_res_bcs_-40c_3.3v_3p5MHz_real,14.00,8.197644e-08,OUT,OUT,3.293330e+00,3.303110e+00,3.300000e+00,3.293330e+00,3.303110e+00,3.300000e+00,7.531850e-01,9.058810e-01,8.277370e-01
mos_tt_res_bcs_-40c_3.3v_3p5MHz_real,16.00,9.368736e-08,OUT,OUT,3.295150e+00,3.301740e+00,3.300000e+00,3.295150e+00,3.301740e+00,3.300000e+00,6.539500e-01,8.011230e-01,7.257220e-01
mos_tt_res_bcs_-40c_3.3v_3p5MHz_real,18.00,1.053983e-07,OUT,OUT,3.295300e+00,3.301910e+00,3.300000e+00,3.295300e+00,3.301910e+00,3.300000e+00,5.787790e-01,7.222570e-01,6.484580e-01
mos_tt_res_bcs_-40c_3.3v_3p5MHz_real,20.00,1.171092e-07,OUT,OUT,3.295350e+00,3.302080e+00,3.300000e+00,3.295350e+00,3.302080e+00,3.300000e+00,5.169020e-01,6.554070e-01,5.841120e-01
mos_tt_res_bcs_27c_3.3v_3p5MHz_real,0.50,3.334045e-09,IN,IN,3.018400e-06,3.777460e-06,3.368050e-06,-8.366410e-08,8.443250e-08,5.820260e-09,3.209390e+00,3.224820e+00,3.217340e+00
mos_tt_res_bcs_27c_3.3v_3p5MHz_real,1.00,6.668090e-09,IN,IN,-1.104480e-04,4.085980e-04,3.550190e-06,-1.142290e-04,4.045540e-04,1.836500e-07,3.204470e+00,3.220710e+00,3.212840e+00
mos_tt_res_bcs_27c_3.3v_3p5MHz_real,1.25,8.335113e-09,IN,IN,-2.487490e-03,3.819880e-04,3.319900e-06,-2.482430e-03,3.736910e-04,-5.283550e-08,3.159300e+00,3.178810e+00,3.169380e+00
mos_tt_res_bcs_27c_3.3v_3p5MHz_real,1.50,1.000214e-08,IN,IN,-2.552860e-03,4.032720e-04,3.598530e-06,-2.544050e-03,3.946210e-04,2.060420e-07,3.093950e+00,3.119560e+00,3.107190e+00
mos_tt_res_bcs_27c_3.3v_3p5MHz_real,1.75,1.166916e-08,IN,IN,-2.523390e-03,2.562640e-04,3.300830e-06,-2.515080e-03,2.488860e-04,-9.294440e-08,3.052870e+00,3.081220e+00,3.067560e+00
mos_tt_res_bcs_27c_3.3v_3p5MHz_real,2.00,1.333618e-08,IN,IN,-2.542030e-03,2.276310e-04,3.098590e-06,-2.532720e-03,2.208180e-04,-2.946100e-07,3.002740e+00,3.034750e+00,3.019370e+00
mos_tt_res_bcs_27c_3.3v_3p5MHz_real,2.25,1.500320e-08,IN,IN,-2.554180e-03,2.327470e-04,3.252070e-06,-2.543580e-03,2.252530e-04,-1.398260e-07,2.941250e+00,2.978610e+00,2.960670e+00
mos_tt_res_bcs_27c_3.3v_3p5MHz_real,2.50,1.667023e-08,IN,IN,-2.549170e-03,2.384790e-04,3.689310e-06,-2.536760e-03,2.305940e-04,3.276350e-07,2.872880e+00,2.916660e+00,2.895620e+00
mos_tt_res_bcs_27c_3.3v_3p5MHz_real,3.00,2.000427e-08,IN,IN,-2.585040e-03,2.483460e-04,2.912950e-06,-2.559690e-03,2.395140e-04,-2.456750e-07,2.776380e+00,2.826140e+00,2.802350e+00
mos_tt_res_bcs_27c_3.3v_3p5MHz_real,3.50,2.333832e-08,IN,IN,-2.768200e-03,2.689710e-04,2.327440e-06,-2.601020e-03,2.509170e-04,-5.196840e-07,2.663380e+00,2.721570e+00,2.693760e+00
mos_tt_res_bcs_27c_3.3v_3p5MHz_real,4.00,2.667236e-08,IN,IN,-3.049760e-03,6.693460e-04,9.797770e-07,-2.831730e-03,4.201670e-04,-3.026810e-07,2.550050e+00,2.616380e+00,2.584700e+00
mos_tt_res_bcs_27c_3.3v_3p5MHz_real,5.00,3.334045e-08,IN,IN,-3.201120e-03,1.020710e-03,-2.286170e-07,-3.203760e-03,9.416230e-04,1.281430e-07,2.319780e+00,2.402610e+00,2.363090e+00
mos_tt_res_bcs_27c_3.3v_3p5MHz_real,6.00,4.000854e-08,IN,IN,-3.135160e-03,1.106910e-03,-3.470880e-07,-3.162070e-03,1.077220e-03,3.220070e-07,2.114520e+00,2.210820e+00,2.164360e+00
mos_tt_res_bcs_27c_3.3v_3p5MHz_real,7.00,4.667663e-08,OUT,IN,3.264700e+00,3.300010e+00,3.290170e+00,-3.039700e-03,1.211930e-03,3.605040e-07,1.908090e+00,2.015540e+00,1.963540e+00
mos_tt_res_bcs_27c_3.3v_3p5MHz_real,8.00,5.334472e-08,OUT,IN,3.295890e+00,3.301070e+00,3.300010e+00,-2.980040e-03,1.273950e-03,4.832770e-07,1.723230e+00,1.843050e+00,1.784110e+00
mos_tt_res_bcs_27c_3.3v_3p5MHz_real,10.00,6.668090e-08,OUT,IN,3.296110e+00,3.301100e+00,3.300000e+00,-3.045640e-03,1.190710e-03,3.135900e-06,1.406310e+00,1.542560e+00,1.475040e+00
mos_tt_res_bcs_27c_3.3v_3p5MHz_real,12.00,8.001708e-08,OUT,IN,3.296090e+00,3.301200e+00,3.300000e+00,1.685910e-03,9.111520e-02,2.997430e-02,1.181430e+00,1.325620e+00,1.253650e+00
mos_tt_res_bcs_27c_3.3v_3p5MHz_real,14.00,9.335326e-08,OUT,OUT,3.296000e+00,3.301440e+00,3.300000e+00,3.296000e+00,3.301440e+00,3.300000e+00,1.014400e+00,1.161220e+00,1.087490e+00
mos_tt_res_bcs_27c_3.3v_3p5MHz_real,16.00,1.066894e-07,OUT,OUT,3.295910e+00,3.301570e+00,3.300000e+00,3.295920e+00,3.301570e+00,3.300000e+00,8.846150e-01,1.030340e+00,9.571520e-01
mos_tt_res_bcs_27c_3.3v_3p5MHz_real,18.00,1.200256e-07,OUT,OUT,3.295850e+00,3.301690e+00,3.300000e+00,3.295850e+00,3.301690e+00,3.300000e+00,7.871880e-01,9.289060e-01,8.575080e-01
mos_tt_res_bcs_27c_3.3v_3p5MHz_real,20.00,1.333618e-07,OUT,OUT,3.295830e+00,3.301810e+00,3.300000e+00,3.295830e+00,3.301810e+00,3.300000e+00,7.097500e-01,8.455780e-01,7.769600e-01
mos_tt_res_bcs_125c_3.3v_3p5MHz_real,0.50,3.979570e-09,IN,IN,6.500420e-06,8.221100e-06,7.318130e-06,4.014020e-07,6.489550e-07,5.175560e-07,3.197710e+00,3.218790e+00,3.208650e+00
mos_tt_res_bcs_125c_3.3v_3p5MHz_real,1.00,7.959140e-09,IN,IN,6.094090e-06,9.236370e-06,7.317620e-06,-6.592670e-07,2.157860e-06,5.175460e-07,3.197710e+00,3.218800e+00,3.208660e+00
mos_tt_res_bcs_125c_3.3v_3p5MHz_real,1.25,9.948925e-09,IN,IN,-2.307860e-03,5.193260e-04,7.190990e-06,-2.303230e-03,5.037650e-04,3.942080e-07,3.162840e+00,3.187050e+00,3.175300e+00
mos_tt_res_bcs_125c_3.3v_3p5MHz_real,1.50,1.193871e-08,IN,IN,-2.377600e-03,3.533010e-04,6.426890e-06,-2.367840e-03,3.415180e-04,-3.784260e-07,3.133200e+00,3.157070e+00,3.145620e+00
mos_tt_res_bcs_125c_3.3v_3p5MHz_real,1.75,1.392849e-08,IN,IN,-2.560310e-03,4.413380e-04,6.399970e-06,-2.551210e-03,4.279450e-04,-3.902130e-07,3.090060e+00,3.118550e+00,3.104960e+00
mos_tt_res_bcs_125c_3.3v_3p5MHz_real,2.00,1.591828e-08,IN,IN,-2.495710e-03,2.882880e-04,6.433140e-06,-2.482410e-03,2.767890e-04,-3.450840e-07,3.061280e+00,3.093060e+00,3.077910e+00
mos_tt_res_bcs_125c_3.3v_3p5MHz_real,2.25,1.790807e-08,IN,IN,-2.618730e-03,3.441650e-04,6.312390e-06,-2.607550e-03,3.321310e-04,-4.567570e-07,3.024120e+00,3.059330e+00,3.042590e+00
mos_tt_res_bcs_125c_3.3v_3p5MHz_real,2.50,1.989785e-08,IN,IN,-2.520950e-03,1.241090e-04,6.858750e-06,-2.502240e-03,1.141190e-04,1.050280e-07,2.989690e+00,3.030770e+00,3.011210e+00
