corner_tag,tau_xwin,tau_s,state_discharged_start,state_charged_start,lka_min_v,lka_max_v,lka_avg_v,lkb_min_v,lkb_max_v,lkb_avg_v,vwin_a_min_v,vwin_a_max_v,vwin_a_avg_v
mos_tt_res_typ_-40c_3.3v_25MHz_real,0.25,6.284175e-11,IN,IN,-1.599340e-05,9.648790e-06,1.711960e-10,-1.599340e-05,9.648790e-06,1.711960e-10,3.299950e+00,3.300040e+00,3.300000e+00
mos_tt_res_typ_-40c_3.3v_25MHz_real,0.50,1.256835e-10,IN,IN,-1.199400e-05,9.736350e-06,1.831940e-12,-1.199400e-05,9.736350e-06,1.832600e-12,3.299950e+00,3.300030e+00,3.300000e+00
mos_tt_res_typ_-40c_3.3v_25MHz_real,1.00,2.513670e-10,IN,IN,-1.142820e-04,2.519570e-04,-2.523450e-10,-1.142820e-04,2.519570e-04,-2.523460e-10,3.299360e+00,3.301400e+00,3.300000e+00
mos_tt_res_typ_-40c_3.3v_25MHz_real,1.15,2.890720e-10,IN,IN,-1.025320e-01,3.300630e-02,2.665240e-04,-1.025320e-01,3.300630e-02,2.665240e-04,2.283650e+00,3.308390e+00,3.247500e+00
mos_tt_res_typ_-40c_3.3v_25MHz_real,1.30,3.267771e-10,TOG,TOG,-1.259710e-01,5.279840e-01,7.044650e-03,-1.259710e-01,5.279840e-01,7.044650e-03,1.489850e+00,3.308250e+00,3.202270e+00
mos_tt_res_typ_-40c_3.3v_25MHz_real,1.45,3.644821e-10,TOG,TOG,-1.223770e-01,2.661800e+00,4.536170e-02,-1.223770e-01,2.661800e+00,4.536170e-02,1.009710e+00,3.308540e+00,3.172950e+00
mos_tt_res_typ_-40c_3.3v_25MHz_real,1.60,4.021872e-10,TOG,TOG,-1.210740e-01,3.182500e+00,7.821720e-02,-1.210740e-01,3.182500e+00,7.821720e-02,6.627450e-01,3.308610e+00,3.150330e+00
mos_tt_res_typ_-40c_3.3v_25MHz_real,1.75,4.398923e-10,TOG,TOG,-1.211420e-01,3.283820e+00,9.464760e-02,-1.211420e-01,3.283820e+00,9.464760e-02,4.890240e-01,3.308580e+00,3.137230e+00
mos_tt_res_typ_-40c_3.3v_25MHz_real,1.90,4.775973e-10,TOG,TOG,-1.213940e-01,3.329060e+00,1.116890e-01,-1.213940e-01,3.329060e+00,1.116890e-01,2.785490e-01,3.308580e+00,3.122360e+00
mos_tt_res_typ_-40c_3.3v_25MHz_real,2.05,5.153023e-10,TOG,TOG,-1.214120e-01,3.334920e+00,1.196310e-01,-1.214120e-01,3.334920e+00,1.196310e-01,2.221420e-01,3.308600e+00,3.115120e+00
