sweep,mos_corner,res_corner,temp_c,vsup_v,fref_hz,xmpd_w,xmpd_l,xmpd_l_over_w,twin_r_s,tau_xwin,tau_s,vwin_discharged_start_avg_v,vwin_charged_start_avg_v,lock_discharged_start_avg_v,lock_charged_start_avg_v
min_hysteresis,mos_ff,res_wcs,-40,3.3,24.4e6,0.35u,16u,45.71,5.00714e-09,1.40,7.009996e-09,1.50566e+00,1.58655e+00,3.30000e+00,-1.51234e-07
min_hysteresis,mos_ff,res_wcs,-40,3.3,24.4e6,0.35u,16u,45.71,5.00714e-09,1.60,8.011424e-09,1.14020e+00,1.15766e+00,3.30000e+00,7.75929e-02
min_hysteresis,mos_ff,res_wcs,-40,3.3,24.4e6,0.35u,16u,45.71,5.00714e-09,1.80,9.012852e-09,8.84889e-01,8.86697e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_ff,res_wcs,-40,3.3,24.4e6,0.35u,16u,45.71,5.00714e-09,2.00,1.001428e-08,7.32119e-01,7.32403e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_ff,res_wcs,-40,3.3,24.4e6,0.35u,16u,45.71,5.00714e-09,2.50,1.251785e-08,5.02153e-01,5.02154e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_ff,res_wcs,-40,3.3,24.4e6,0.25u,16u,64,5.00714e-09,1.00,5.007140e-09,2.92729e+00,3.13401e+00,2.19080e-07,-5.22476e-08
min_hysteresis,mos_ff,res_wcs,-40,3.3,24.4e6,0.25u,16u,64,5.00714e-09,1.20,6.008568e-09,2.41919e+00,2.61083e+00,7.84854e-08,3.97592e-08
min_hysteresis,mos_ff,res_wcs,-40,3.3,24.4e6,0.25u,16u,64,5.00714e-09,1.40,7.009996e-09,1.84980e+00,1.99329e+00,3.30000e+00,6.34920e-08
min_hysteresis,mos_ff,res_wcs,-40,3.3,24.4e6,0.25u,16u,64,5.00714e-09,1.60,8.011424e-09,1.39413e+00,1.45270e+00,3.30000e+00,2.40366e-07
min_hysteresis,mos_ff,res_wcs,-40,3.3,24.4e6,0.25u,16u,64,5.00714e-09,1.80,9.012852e-09,1.14215e+00,1.16382e+00,3.30000e+00,3.30000e+00
min_hysteresis,mos_ff,res_wcs,-40,3.3,24.4e6,0.25u,16u,64,5.00714e-09,2.00,1.001428e-08,9.15224e-01,9.18428e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_ff,res_wcs,-40,3.3,24.4e6,0.25u,16u,64,5.00714e-09,2.50,1.251785e-08,6.47872e-01,6.47931e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_ff,res_wcs,-40,3.3,24.4e6,0.25u,32u,128,5.00714e-09,1.00,5.007140e-09,3.00906e+00,3.21748e+00,3.00265e-07,2.19842e-08
min_hysteresis,mos_ff,res_wcs,-40,3.3,24.4e6,0.25u,32u,128,5.00714e-09,1.20,6.008568e-09,2.73929e+00,2.94166e+00,3.28648e-07,1.35379e-07
min_hysteresis,mos_ff,res_wcs,-40,3.3,24.4e6,0.25u,32u,128,5.00714e-09,1.40,7.009996e-09,2.41174e+00,2.60437e+00,-1.11110e-07,-1.39781e-07
min_hysteresis,mos_ff,res_wcs,-40,3.3,24.4e6,0.25u,32u,128,5.00714e-09,1.60,8.011424e-09,2.17497e+00,2.35742e+00,-1.35332e-07,-1.46377e-07
min_hysteresis,mos_ff,res_wcs,-40,3.3,24.4e6,0.25u,32u,128,5.00714e-09,1.80,9.012852e-09,1.91381e+00,2.06948e+00,3.29996e+00,-1.47234e-07
min_hysteresis,mos_ff,res_wcs,-40,3.3,24.4e6,0.25u,32u,128,5.00714e-09,2.00,1.001428e-08,1.66971e+00,1.79035e+00,3.30000e+00,-1.50189e-07
min_hysteresis,mos_ff,res_wcs,-40,3.3,24.4e6,0.25u,32u,128,5.00714e-09,2.50,1.251785e-08,1.22012e+00,1.25036e+00,3.30000e+00,1.55509e-02
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,2u,0.5u,0.25,7.95914e-09,1.00,7.959140e-09,3.22055e+00,3.29994e+00,5.97534e-07,1.53395e-07
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,2u,0.5u,0.25,7.95914e-09,2.00,1.591828e-08,1.80720e-01,1.80720e-01,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,2u,0.5u,0.25,7.95914e-09,4.00,3.183656e-08,1.58169e-01,1.58169e-01,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,2u,0.5u,0.25,7.95914e-09,6.00,4.775484e-08,1.39264e-01,1.39264e-01,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,2u,0.5u,0.25,7.95914e-09,8.00,6.367312e-08,1.22572e-01,1.22572e-01,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,2u,0.5u,0.25,7.95914e-09,10.00,7.959140e-08,1.05498e-01,1.05498e-01,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,2u,0.5u,0.25,7.95914e-09,12.00,9.550968e-08,9.09947e-02,9.09947e-02,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,2u,0.5u,0.25,7.95914e-09,14.00,1.114280e-07,7.76838e-02,7.76838e-02,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,2u,0.5u,0.25,7.95914e-09,16.00,1.273462e-07,6.40993e-02,6.40993e-02,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,2u,0.5u,0.25,7.95914e-09,20.00,1.591828e-07,4.19986e-02,4.19986e-02,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,2u,0.5u,0.25,7.95914e-09,24.00,1.910194e-07,2.56432e-02,2.56432e-02,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.5u,8u,16,7.95914e-09,1.00,7.959140e-09,3.22074e+00,3.29999e+00,5.96970e-07,1.53434e-07
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.5u,8u,16,7.95914e-09,2.00,1.591828e-08,2.69755e+00,2.77149e+00,2.91048e-07,6.36649e-08
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.5u,8u,16,7.95914e-09,4.00,3.183656e-08,1.79559e+00,1.83240e+00,3.29998e+00,1.63262e-07
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.5u,8u,16,7.95914e-09,6.00,4.775484e-08,1.24230e+00,1.24633e+00,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.5u,8u,16,7.95914e-09,8.00,6.367312e-08,9.27169e-01,9.27311e-01,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.5u,8u,16,7.95914e-09,10.00,7.959140e-08,7.11171e-01,7.11174e-01,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.5u,8u,16,7.95914e-09,12.00,9.550968e-08,5.94802e-01,5.94802e-01,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.5u,8u,16,7.95914e-09,14.00,1.114280e-07,5.10438e-01,5.10438e-01,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.5u,8u,16,7.95914e-09,16.00,1.273462e-07,4.47660e-01,4.47660e-01,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.5u,8u,16,7.95914e-09,20.00,1.591828e-07,3.58512e-01,3.58512e-01,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.5u,8u,16,7.95914e-09,24.00,1.910194e-07,2.98404e-01,2.98404e-01,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,8u,32,7.95914e-09,1.00,7.959140e-09,3.22077e+00,3.30000e+00,5.96875e-07,1.53440e-07
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,8u,32,7.95914e-09,2.00,1.591828e-08,2.87446e+00,2.95005e+00,4.61747e-07,7.51151e-08
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,8u,32,7.95914e-09,4.00,3.183656e-08,2.27412e+00,2.33714e+00,1.92590e-07,1.28174e-07
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,8u,32,7.95914e-09,6.00,4.775484e-08,1.74573e+00,1.77672e+00,3.30000e+00,1.67438e-07
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,8u,32,7.95914e-09,8.00,6.367312e-08,1.36756e+00,1.37465e+00,3.30000e+00,6.77106e-03
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,8u,32,7.95914e-09,10.00,7.959140e-08,1.11667e+00,1.11794e+00,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,8u,32,7.95914e-09,12.00,9.550968e-08,9.43184e-01,9.43368e-01,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,8u,32,7.95914e-09,14.00,1.114280e-07,8.16273e-01,8.16300e-01,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,8u,32,7.95914e-09,16.00,1.273462e-07,7.18656e-01,7.18660e-01,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,8u,32,7.95914e-09,20.00,1.591828e-07,5.79970e-01,5.79970e-01,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,8u,32,7.95914e-09,24.00,1.910194e-07,4.86204e-01,4.86204e-01,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.5u,16u,32,7.95914e-09,1.00,7.959140e-09,3.22074e+00,3.29999e+00,5.96971e-07,1.53435e-07
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.5u,16u,32,7.95914e-09,2.00,1.591828e-08,2.98716e+00,3.06443e+00,5.23687e-07,8.92232e-08
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.5u,16u,32,7.95914e-09,4.00,3.183656e-08,2.48323e+00,2.55346e+00,2.01776e-07,9.56007e-08
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.5u,16u,32,7.95914e-09,6.00,4.775484e-08,1.99450e+00,2.05602e+00,5.26007e-02,1.39325e-07
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.5u,16u,32,7.95914e-09,8.00,6.367312e-08,1.60739e+00,1.62893e+00,3.30000e+00,8.96193e-07
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.5u,16u,32,7.95914e-09,10.00,7.959140e-08,1.32124e+00,1.32685e+00,3.30000e+00,1.77841e-02
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.5u,16u,32,7.95914e-09,12.00,9.550968e-08,1.11870e+00,1.12007e+00,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.5u,16u,32,7.95914e-09,14.00,1.114280e-07,9.69105e-01,9.69387e-01,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.5u,16u,32,7.95914e-09,16.00,1.273462e-07,8.54485e-01,8.54544e-01,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.5u,16u,32,7.95914e-09,20.00,1.591828e-07,6.90235e-01,6.90237e-01,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.5u,16u,32,7.95914e-09,24.00,1.910194e-07,5.78909e-01,5.78909e-01,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.35u,16u,45.71,7.95914e-09,1.00,7.959140e-09,3.22076e+00,3.30000e+00,5.96914e-07,1.53438e-07
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.35u,16u,45.71,7.95914e-09,2.00,1.591828e-08,3.04915e+00,3.12695e+00,5.43845e-07,1.03506e-07
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.35u,16u,45.71,7.95914e-09,4.00,3.183656e-08,2.67680e+00,2.75029e+00,2.70244e-07,6.59051e-08
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.35u,16u,45.71,7.95914e-09,6.00,4.775484e-08,2.31050e+00,2.37632e+00,1.88665e-07,1.20108e-07
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.35u,16u,45.71,7.95914e-09,8.00,6.367312e-08,1.96752e+00,2.01589e+00,3.29001e+00,1.22621e-07
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.35u,16u,45.71,7.95914e-09,10.00,7.959140e-08,1.67161e+00,1.69774e+00,3.30000e+00,1.72559e-07
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.35u,16u,45.71,7.95914e-09,12.00,9.550968e-08,1.43757e+00,1.44796e+00,3.30000e+00,7.15681e-04
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.35u,16u,45.71,7.95914e-09,14.00,1.114280e-07,1.25764e+00,1.26132e+00,3.30000e+00,5.82190e-02
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.35u,16u,45.71,7.95914e-09,16.00,1.273462e-07,1.11681e+00,1.11813e+00,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.35u,16u,45.71,7.95914e-09,20.00,1.591828e-07,9.10959e-01,9.11089e-01,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.35u,16u,45.71,7.95914e-09,24.00,1.910194e-07,7.69053e-01,7.69066e-01,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,16u,64,7.95914e-09,1.00,7.959140e-09,3.22077e+00,3.30000e+00,5.96876e-07,1.53441e-07
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,16u,64,7.95914e-09,2.00,1.591828e-08,3.09676e+00,3.17467e+00,5.70581e-07,1.29669e-07
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,16u,64,7.95914e-09,4.00,3.183656e-08,2.79545e+00,2.87011e+00,3.91506e-07,7.91624e-08
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,16u,64,7.95914e-09,6.00,4.775484e-08,2.49464e+00,2.56432e+00,2.18568e-07,1.11585e-07
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,16u,64,7.95914e-09,8.00,6.367312e-08,2.20186e+00,2.26321e+00,1.94542e-07,1.37392e-07
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,16u,64,7.95914e-09,10.00,7.959140e-08,1.93012e+00,1.97504e+00,3.29722e+00,1.51377e-07
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,16u,64,7.95914e-09,12.00,9.550968e-08,1.69116e+00,1.71786e+00,3.30000e+00,1.85950e-07
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,16u,64,7.95914e-09,14.00,1.114280e-07,1.47780e+00,1.49025e+00,3.30000e+00,1.32209e-04
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,16u,64,7.95914e-09,16.00,1.273462e-07,1.30813e+00,1.31323e+00,3.30000e+00,1.97271e-02
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,16u,64,7.95914e-09,20.00,1.591828e-07,1.07866e+00,1.07958e+00,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,16u,64,7.95914e-09,24.00,1.910194e-07,9.16405e-01,9.16546e-01,3.30000e+00,3.30000e+00
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,32u,128,7.95914e-09,1.00,7.959140e-09,3.22077e+00,3.30000e+00,5.96876e-07,1.53441e-07
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,32u,128,7.95914e-09,2.00,1.591828e-08,3.15080e+00,3.22949e+00,5.71264e-07,1.29162e-07
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,32u,128,7.95914e-09,4.00,3.183656e-08,3.00001e+00,3.07742e+00,5.29659e-07,9.34445e-08
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,32u,128,7.95914e-09,6.00,4.775484e-08,2.84901e+00,2.92492e+00,4.33359e-07,6.91421e-08
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,32u,128,7.95914e-09,8.00,6.367312e-08,2.69836e+00,2.77254e+00,2.80748e-07,6.22183e-08
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,32u,128,7.95914e-09,10.00,7.959140e-08,2.54894e+00,2.62082e+00,2.26219e-07,1.00641e-07
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,32u,128,7.95914e-09,12.00,9.550968e-08,2.40072e+00,2.46963e+00,1.96047e-07,1.12349e-07
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,32u,128,7.95914e-09,14.00,1.114280e-07,2.25505e+00,2.31999e+00,1.85762e-07,1.23247e-07
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,32u,128,7.95914e-09,16.00,1.273462e-07,2.11252e+00,2.17270e+00,1.97601e-07,1.44565e-07
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,32u,128,7.95914e-09,20.00,1.591828e-07,1.85116e+00,1.89240e+00,3.29993e+00,1.55297e-07
max_threshold,mos_tt,res_bcs,125,3.3,3.5e6,0.25u,32u,128,7.95914e-09,24.00,1.910194e-07,1.62548e+00,1.64864e+00,3.30000e+00,2.74478e-07
