tag,variant,mos_corner,temp_c,vdd_v,fin_hz,p_word,n_nominal,reltol,ck1_max,ck1_min,ck2_max,ck2_min,ck3_max,ck3_min,ck4_max,ck4_min,ck5_max,ck5_min,dvo_max,dvo_min,fb_max,fb_min,tdiv_a_s,tdiv_b_s,tck_a_s,tck_b_s,idd_a
tol,repaired,mos_tt,27,3.3,1.000000e+08,000000,64,0.001,3.35633e+00,-3.94779e-02,3.35697e+00,-3.65241e-02,3.35755e+00,-3.79401e-02,3.35660e+00,-3.69907e-02,3.35646e+00,-3.71396e-02,3.38280e+00,-9.01653e-02,3.39637e+00,-7.66895e-02,6.53560e-07,1.29356e-06,2.00300e-08,3.00300e-08,-2.27600e-04
tol,repaired,mos_ss,125,3.3,1.000000e+08,000000,64,0.001,3.35676e+00,-3.31149e-02,3.35601e+00,-3.48018e-02,3.35629e+00,-3.58113e-02,3.35526e+00,-3.37589e-02,3.34479e+00,-3.50563e-02,3.37937e+00,-8.59632e-02,3.39632e+00,-7.13734e-02,6.54975e-07,1.29498e-06,2.00300e-08,3.00300e-08,-2.24510e-04
tol,repaired,mos_tt,27,3.3,1.000000e+08,000000,64,0.002,3.35232e+00,-3.19927e-02,3.35241e+00,-2.94213e-02,3.34904e+00,-2.25287e-02,3.35040e+00,-2.76724e-02,3.35083e+00,-3.00781e-02,3.38402e+00,-8.98006e-02,3.38547e+00,-1.02548e-01,6.53612e-07,1.29361e-06,2.00300e-08,3.00300e-08,-2.30935e-04
tol,repaired,mos_ss,125,3.3,1.000000e+08,000000,64,0.002,3.33603e+00,-2.88223e-02,3.34174e+00,-3.03023e-02,3.34705e+00,-2.93266e-02,3.33446e+00,-2.54078e-02,3.34610e+00,-2.47461e-02,3.37360e+00,-8.62490e-02,3.41799e+00,-1.27824e-01,6.55038e-07,1.29504e-06,2.00300e-08,3.00300e-08,-2.26424e-04
tol,repaired,mos_tt,27,3.3,1.000000e+08,000000,64,0.005,3.34287e+00,-4.78681e-02,3.39588e+00,-1.78825e-01,3.39735e+00,-1.31064e-01,3.46824e+00,-1.65021e-01,3.34809e+00,-6.14553e-02,3.37859e+00,-8.72342e-02,3.37753e+00,-1.26810e-01,6.54059e-07,NA,2.00300e-08,3.00300e-08,-2.37810e-04
tol,repaired,mos_ss,125,3.3,1.000000e+08,000000,64,0.005,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,NA,NA,2.00300e-08,3.00300e-08,0.00000e+00
