corner_tag,tau_xwin,tau_s,state_discharged_start,state_charged_start,lka_min_v,lka_max_v,lka_avg_v,lkb_min_v,lkb_max_v,lkb_avg_v,vwin_a_min_v,vwin_a_max_v,vwin_a_avg_v
aslayout_mos_tt_res_typ_-40c_3.3v_3p5MHz,0.50,1.149125e-10,IN,IN,-6.918230e-05,1.574640e-03,3.038890e-05,-7.401280e-05,7.135690e-05,-8.683530e-10,2.608580e+00,3.284940e+00,3.122750e+00
aslayout_mos_tt_res_typ_-40c_3.3v_3p5MHz,1.00,2.298250e-10,IN,IN,-6.464840e-04,1.973380e-03,3.036850e-05,-6.566980e-04,7.002830e-04,2.298090e-12,2.608580e+00,3.284940e+00,3.122750e+00
aslayout_mos_tt_res_typ_-40c_3.3v_3p5MHz,1.20,2.757900e-10,TOG,TOG,-8.630380e-02,3.315690e+00,8.938530e-01,-1.260310e-01,3.302970e+00,6.781440e-01,4.549760e-01,2.747790e+00,1.896290e+00
aslayout_mos_tt_res_typ_-40c_3.3v_3p5MHz,1.40,3.217550e-10,TOG,TOG,-7.188510e-02,3.321380e+00,1.141050e+00,-8.172910e-02,3.320070e+00,1.036540e+00,1.574790e-01,2.664350e+00,1.725000e+00
aslayout_mos_tt_res_typ_-40c_3.3v_3p5MHz,1.60,3.677200e-10,TOG,TOG,-6.457610e-02,3.315090e+00,1.251910e+00,-1.128790e-01,3.341590e+00,1.244090e+00,2.450870e-03,2.620020e+00,1.641800e+00
aslayout_mos_tt_res_typ_-40c_3.3v_3p5MHz,1.80,4.136850e-10,TOG,TOG,-7.521740e-02,3.313330e+00,1.298080e+00,-1.382470e-01,3.327430e+00,1.286750e+00,-3.677110e-02,2.610710e+00,1.605580e+00
aslayout_mos_tt_res_typ_-40c_3.3v_3p5MHz,2.00,4.596500e-10,TOG,TOG,-7.975950e-02,3.312540e+00,1.326280e+00,-1.394840e-01,3.317660e+00,1.312620e+00,-7.189680e-02,2.615010e+00,1.584150e+00
aslayout_mos_tt_res_typ_-40c_3.3v_3p5MHz,2.50,5.745625e-10,TOG,TOG,-1.187630e-01,3.314210e+00,1.358130e+00,-1.673220e-01,3.313990e+00,1.358310e+00,-1.217760e-01,2.612290e+00,1.558420e+00
aslayout_mos_tt_res_typ_-40c_3.3v_3p5MHz,10.00,2.298250e-09,TOG,TOG,-3.504910e-02,3.314610e+00,1.378770e+00,-9.359550e-02,3.348210e+00,1.378570e+00,-1.240860e-01,2.610950e+00,1.542270e+00
postlayout_mos_tt_res_typ_-40c_3.3v_3p5MHz,0.50,1.681240e-10,IN,IN,-1.467380e-03,1.509380e-01,1.763160e-02,-1.525250e-03,4.040100e-02,5.036990e-03,1.841420e+00,3.056850e+00,2.608460e+00
postlayout_mos_tt_res_typ_-40c_3.3v_3p5MHz,1.00,3.362480e-10,IN,IN,-1.450370e-03,1.509380e-01,1.763150e-02,-1.507930e-03,4.040100e-02,5.036950e-03,1.841420e+00,3.056850e+00,2.608460e+00
postlayout_mos_tt_res_typ_-40c_3.3v_3p5MHz,1.20,4.034976e-10,TOG,IN,1.495040e-02,3.234920e+00,9.456490e-01,-1.628730e-02,2.531840e-01,6.712430e-02,8.110820e-01,2.375610e+00,1.732050e+00
postlayout_mos_tt_res_typ_-40c_3.3v_3p5MHz,1.40,4.707472e-10,TOG,TOG,1.103810e-01,3.300150e+00,2.022590e+00,-4.051820e-02,3.299920e+00,1.089480e+00,2.388080e-01,1.971200e+00,1.238840e+00
postlayout_mos_tt_res_typ_-40c_3.3v_3p5MHz,1.60,5.379968e-10,TOG,TOG,1.482500e-01,3.312240e+00,2.237190e+00,-2.329670e-02,3.300730e+00,1.774960e+00,7.244360e-02,1.884430e+00,1.122250e+00
postlayout_mos_tt_res_typ_-40c_3.3v_3p5MHz,1.80,6.052464e-10,TOG,TOG,1.475610e-01,3.300970e+00,2.319840e+00,-5.607190e-03,3.312480e+00,2.119100e+00,9.658410e-03,1.854630e+00,1.073420e+00
