tag,tstop_s,i_pfd_a,i_cp_a,i_vco_a,i_div_a,i_ld_a,vc_avg_v,vc_max_v,vc_min_v,vc_end_v,vc_start_v,lock_time_s,spur_dbc,vctrl_ripple_at_fref_v,n_ref_cycles_observed
proposal,2.5e-06,-5.75362e-05,-2.46643e-05,-0.00201234,,-4.59949e-05,2.387113,2.419578,2.349293,2.38733396,2.46,,-44.42510984128538,0.0007313443581794645,49
