tag,tstop_s,i_pfd_a,i_cp_a,i_vco_a,i_div_a,i_ld_a,vc_avg_v,vc_max_v,vc_min_v,vc_end_v,vc_start_v,lock_time_s,spur_dbc,vctrl_ripple_at_fref_v,n_ref_cycles_observed
as_drawn,5.000000000000001e-07,-1.37967e-05,-2.22565e-05,-0.00262758,-0.00769846,-0.000160346,3.299524,3.30152,3.296133,3.29975538,2.46,,-33.5154456810057,0.0025680597464729916,0
