t_s,delta_f_frac,phase_err_frac
5.004999999999987e-08,0.009981943133421243,0.019944928539528187
1.0005e-07,0.00198451194298435,0.017964347084096107
1.5005e-07,-0.004019431883901358,0.022000000000000065
2.0004999999999849e-07,-0.008544149993581324,0.030617781612288238
2.500499999999966e-07,-0.011254121518889815,0.04200000000006775
3.0004999999999475e-07,-0.0118636167312596,0.054006051929877286
3.5004999999999284e-07,-0.011851798217901402,0.06600000000014261
