sweep,mos_corner,res_corner,cap_corner,temp_c,vsup_v,fref_hz,r_xrpu_ohm,c_xcw_f,rc_s,n_cycles,settle_frac,xmpd_w,xmpd_l,xmpd_l_over_w,twin_r_s,tau_xwin,tau_s,vwin_discharged_start_avg_v,vwin_charged_start_avg_v,lock_discharged_start_avg_v,lock_charged_start_avg_v
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,2u,0.5u,0.25,5.29072e-09,2.00,1.058144e-08,6.44136e-03,6.44136e-03,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,2u,0.5u,0.25,5.29072e-09,2.25,1.190412e-08,5.71479e-03,5.71479e-03,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,2u,0.5u,0.25,5.29072e-09,2.50,1.322680e-08,5.22662e-03,5.22662e-03,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.5u,4u,8,5.29072e-09,1.00,5.290720e-09,2.49103e+00,2.55542e+00,2.75745e-08,-1.03564e-07
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.5u,4u,8,5.29072e-09,1.10,5.819792e-09,9.85244e-01,9.85641e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.5u,4u,8,5.29072e-09,1.20,6.348864e-09,8.77419e-01,8.77488e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.5u,4u,8,5.29072e-09,1.25,6.613400e-09,8.32603e-01,8.32625e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.5u,4u,8,5.29072e-09,1.30,6.877936e-09,3.99591e-01,3.99594e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.5u,4u,8,5.29072e-09,1.35,7.142472e-09,3.63927e-01,3.63928e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.5u,4u,8,5.29072e-09,1.40,7.407008e-09,3.35830e-01,3.35831e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.5u,4u,8,5.29072e-09,1.50,7.936080e-09,2.90903e-01,2.90903e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.5u,4u,8,5.29072e-09,1.60,8.465152e-09,2.56553e-01,2.56553e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.5u,4u,8,5.29072e-09,1.75,9.258760e-09,2.17624e-01,2.17624e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.5u,4u,8,5.29072e-09,2.00,1.058144e-08,1.73504e-01,1.73504e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.5u,4u,8,5.29072e-09,2.25,1.190412e-08,1.44200e-01,1.44200e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.5u,4u,8,5.29072e-09,2.50,1.322680e-08,1.23331e-01,1.23331e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.35u,6u,17.14,5.29072e-09,1.00,5.290720e-09,2.87812e+00,2.94629e+00,7.26758e-07,-1.55247e-07
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.35u,6u,17.14,5.29072e-09,1.10,5.819792e-09,1.82324e+00,1.86246e+00,3.30000e+00,2.95374e-07
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.35u,6u,17.14,5.29072e-09,1.20,6.348864e-09,1.65290e+00,1.67953e+00,3.30000e+00,3.02217e-07
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.35u,6u,17.14,5.29072e-09,1.25,6.613400e-09,1.57334e+00,1.59241e+00,3.30000e+00,2.70117e-07
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.35u,6u,17.14,5.29072e-09,1.30,6.877936e-09,8.02394e-01,8.02416e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.35u,6u,17.14,5.29072e-09,1.35,7.142472e-09,7.31538e-01,7.31542e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.35u,6u,17.14,5.29072e-09,1.40,7.407008e-09,6.77157e-01,6.77158e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.35u,6u,17.14,5.29072e-09,1.50,7.936080e-09,5.89675e-01,5.89675e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.35u,6u,17.14,5.29072e-09,1.60,8.465152e-09,5.22308e-01,5.22308e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.35u,6u,17.14,5.29072e-09,1.75,9.258760e-09,4.45342e-01,4.45342e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.35u,6u,17.14,5.29072e-09,2.00,1.058144e-08,3.57365e-01,3.57365e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.35u,6u,17.14,5.29072e-09,2.25,1.190412e-08,2.98438e-01,2.98439e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.35u,6u,17.14,5.29072e-09,2.50,1.322680e-08,2.56143e-01,2.56143e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,8u,32,5.29072e-09,1.00,5.290720e-09,3.02276e+00,3.09200e+00,7.87401e-07,-8.97543e-08
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,8u,32,5.29072e-09,1.10,5.819792e-09,2.38622e+00,2.44817e+00,-4.53058e-08,3.35159e-08
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,8u,32,5.29072e-09,1.20,6.348864e-09,2.26527e+00,2.32478e+00,-7.09451e-08,1.03140e-07
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,8u,32,5.29072e-09,1.25,6.613400e-09,2.20083e+00,2.25904e+00,-9.32357e-08,1.06504e-07
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,8u,32,5.29072e-09,1.30,6.877936e-09,1.31227e+00,1.31997e+00,3.30000e+00,7.48899e-04
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,8u,32,5.29072e-09,1.35,7.142472e-09,1.19471e+00,1.19785e+00,3.30000e+00,5.04002e-02
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,8u,32,5.29072e-09,1.40,7.407008e-09,1.10826e+00,1.11021e+00,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,8u,32,5.29072e-09,1.50,7.936080e-09,9.68922e-01,9.69295e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,8u,32,5.29072e-09,1.60,8.465152e-09,8.61176e-01,8.61238e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,8u,32,5.29072e-09,1.75,9.258760e-09,7.37485e-01,7.37490e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,8u,32,5.29072e-09,2.00,1.058144e-08,5.95224e-01,5.95224e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,8u,32,5.29072e-09,2.25,1.190412e-08,4.99252e-01,4.99252e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,8u,32,5.29072e-09,2.50,1.322680e-08,4.29904e-01,4.29904e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,10u,40,5.29072e-09,1.00,5.290720e-09,3.06771e+00,3.13734e+00,8.05061e-07,-7.05273e-08
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,10u,40,5.29072e-09,1.10,5.819792e-09,2.56289e+00,2.62770e+00,1.80364e-07,-2.84906e-07
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,10u,40,5.29072e-09,1.20,6.348864e-09,2.46625e+00,2.52962e+00,-4.94745e-09,-6.50720e-08
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,10u,40,5.29072e-09,1.25,6.613400e-09,2.41548e+00,2.47800e+00,-5.15241e-08,7.79677e-10
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,10u,40,5.29072e-09,1.30,6.877936e-09,1.61286e+00,1.64155e+00,3.30000e+00,3.58844e-07
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,10u,40,5.29072e-09,1.35,7.142472e-09,1.47255e+00,1.48916e+00,3.30000e+00,3.83943e-07
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,10u,40,5.29072e-09,1.40,7.407008e-09,1.36926e+00,1.37931e+00,3.30000e+00,1.37888e-05
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,10u,40,5.29072e-09,1.50,7.936080e-09,1.19984e+00,1.20359e+00,3.30000e+00,4.40018e-02
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,10u,40,5.29072e-09,1.60,8.465152e-09,1.06736e+00,1.06854e+00,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,10u,40,5.29072e-09,1.75,9.258760e-09,9.13677e-01,9.13829e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,10u,40,5.29072e-09,2.00,1.058144e-08,7.39079e-01,7.39085e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,10u,40,5.29072e-09,2.25,1.190412e-08,6.21041e-01,6.21041e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,10u,40,5.29072e-09,2.50,1.322680e-08,5.35483e-01,5.35483e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,12u,48,5.29072e-09,1.00,5.290720e-09,3.09635e+00,3.16620e+00,8.15880e-07,-5.85974e-08
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,12u,48,5.29072e-09,1.10,5.819792e-09,2.67820e+00,2.74446e+00,5.36585e-07,-3.00461e-07
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,12u,48,5.29072e-09,1.20,6.348864e-09,2.59802e+00,2.66327e+00,3.28840e-07,-2.79758e-07
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,12u,48,5.29072e-09,1.25,6.613400e-09,2.55653e+00,2.62129e+00,1.88999e-07,-2.03585e-07
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,12u,48,5.29072e-09,1.30,6.877936e-09,1.86492e+00,1.91146e+00,3.30000e+00,2.76304e-07
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,12u,48,5.29072e-09,1.35,7.142472e-09,1.72198e+00,1.75819e+00,3.30000e+00,3.18351e-07
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,12u,48,5.29072e-09,1.40,7.407008e-09,1.61246e+00,1.64048e+00,3.30000e+00,3.44861e-07
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,12u,48,5.29072e-09,1.50,7.936080e-09,1.42301e+00,1.43771e+00,3.30000e+00,5.41900e-07
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,12u,48,5.29072e-09,1.60,8.465152e-09,1.26575e+00,1.27138e+00,3.30000e+00,6.80935e-03
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,12u,48,5.29072e-09,1.75,9.258760e-09,1.08582e+00,1.08741e+00,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,12u,48,5.29072e-09,2.00,1.058144e-08,8.79922e-01,8.80010e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,12u,48,5.29072e-09,2.25,1.190412e-08,7.40567e-01,7.40574e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,12u,48,5.29072e-09,2.50,1.322680e-08,6.39291e-01,6.39291e-01,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,16u,64,5.29072e-09,1.00,5.290720e-09,3.13089e+00,3.20098e+00,8.27838e-07,-4.51378e-08
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,16u,64,5.29072e-09,1.10,5.819792e-09,2.81869e+00,2.88631e+00,6.54581e-07,-2.20519e-07
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,16u,64,5.29072e-09,1.20,6.348864e-09,2.75916e+00,2.82617e+00,6.49373e-07,-1.96331e-07
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,16u,64,5.29072e-09,1.25,6.613400e-09,2.72941e+00,2.79618e+00,6.54078e-07,-1.33849e-07
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,16u,64,5.29072e-09,1.30,6.877936e-09,2.50864e+00,2.57300e+00,4.07065e-08,-1.78290e-07
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,16u,64,5.29072e-09,1.35,7.142472e-09,2.42943e+00,2.49281e+00,-3.87139e-08,-2.77623e-08
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,16u,64,5.29072e-09,1.40,7.407008e-09,2.35087e+00,2.41313e+00,-6.61484e-08,5.05056e-08
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,16u,64,5.29072e-09,1.50,7.936080e-09,2.18798e+00,2.24749e+00,-9.95319e-08,1.06283e-07
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,16u,64,5.29072e-09,1.60,8.465152e-09,2.04496e+00,2.09760e+00,3.22491e+00,1.65093e-07
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,16u,64,5.29072e-09,1.75,9.258760e-09,1.75725e+00,1.79086e+00,3.30000e+00,2.33588e-07
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,16u,64,5.29072e-09,2.00,1.058144e-08,1.38741e+00,1.39724e+00,3.30000e+00,3.98771e-06
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,16u,64,5.29072e-09,2.25,1.190412e-08,1.13461e+00,1.13689e+00,3.30000e+00,3.30000e+00
min_hysteresis,mos_tt,res_wcs,cap_typ,-40,3.3,24.4e6,2.355120e+06,3.043993e-12,7.16896879416e-06,700,0.9817,0.25u,16u,64,5.29072e-09,2.50,1.322680e-08,9.60184e-01,9.60411e-01,3.30000e+00,3.30000e+00
max_threshold,mos_ss,res_bcs,cap_typ,125,3.3,3.5e6,9.653288e+05,3.045833e-12,2.9402303148904e-06,42,0.9831,2u,0.5u,0.25,8.51671e-09,1.00,8.516710e-09,3.22845e+00,3.29999e+00,4.82664e-06,3.67669e-07
max_threshold,mos_ss,res_bcs,cap_typ,125,3.3,3.5e6,9.653288e+05,3.045833e-12,2.9402303148904e-06,42,0.9831,2u,0.5u,0.25,8.51671e-09,2.00,1.703342e-08,1.74088e-01,1.74088e-01,3.30000e+00,3.30000e+00
max_threshold,mos_ss,res_bcs,cap_typ,125,3.3,3.5e6,9.653288e+05,3.045833e-12,2.9402303148904e-06,42,0.9831,2u,0.5u,0.25,8.51671e-09,4.00,3.406684e-08,1.29290e-01,1.29290e-01,3.30000e+00,3.30000e+00
max_threshold,mos_ss,res_bcs,cap_typ,125,3.3,3.5e6,9.653288e+05,3.045833e-12,2.9402303148904e-06,42,0.9831,2u,0.5u,0.25,8.51671e-09,6.00,5.110026e-08,1.13563e-01,1.13563e-01,3.30000e+00,3.30000e+00
max_threshold,mos_ss,res_bcs,cap_typ,125,3.3,3.5e6,9.653288e+05,3.045833e-12,2.9402303148904e-06,42,0.9831,2u,0.5u,0.25,8.51671e-09,8.00,6.813368e-08,9.89912e-02,9.89912e-02,3.30000e+00,3.30000e+00
max_threshold,mos_ss,res_bcs,cap_typ,125,3.3,3.5e6,9.653288e+05,3.045833e-12,2.9402303148904e-06,42,0.9831,2u,0.5u,0.25,8.51671e-09,10.00,8.516710e-08,8.54365e-02,8.54366e-02,3.30000e+00,3.30000e+00
max_threshold,mos_ss,res_bcs,cap_typ,125,3.3,3.5e6,9.653288e+05,3.045833e-12,2.9402303148904e-06,42,0.9831,2u,0.5u,0.25,8.51671e-09,12.00,1.022005e-07,7.29034e-02,7.29034e-02,3.30000e+00,3.30000e+00
max_threshold,mos_ss,res_bcs,cap_typ,125,3.3,3.5e6,9.653288e+05,3.045833e-12,2.9402303148904e-06,42,0.9831,2u,0.5u,0.25,8.51671e-09,14.00,1.192339e-07,6.13975e-02,6.13975e-02,3.30000e+00,3.30000e+00
max_threshold,mos_ss,res_bcs,cap_typ,125,3.3,3.5e6,9.653288e+05,3.045833e-12,2.9402303148904e-06,42,0.9831,2u,0.5u,0.25,8.51671e-09,16.00,1.362674e-07,5.09252e-02,5.09252e-02,3.30000e+00,3.30000e+00
max_threshold,mos_ss,res_bcs,cap_typ,125,3.3,3.5e6,9.653288e+05,3.045833e-12,2.9402303148904e-06,42,0.9831,2u,0.5u,0.25,8.51671e-09,18.00,1.533008e-07,4.14927e-02,4.14927e-02,3.30000e+00,3.30000e+00
