mos_corner,res_corner,temp_c,band_code,vctrl_v,period_s,thigh_s,duty_pct,period2_s,thigh2_s,duty2_pct,idd_avg_a
mos_tt,res_typ,27,01,0.3,2.024510e-09,9.451700e-10,46.6864,2.023300e-09,9.438000e-10,46.6466,1.237090e-03
mos_tt,res_typ,27,01,0.9,1.793750e-09,8.370800e-10,46.6665,1.792670e-09,8.367700e-10,46.6773,1.301240e-03
mos_tt,res_typ,27,01,1.5,1.231870e-09,5.775000e-10,46.8799,1.233260e-09,5.774900e-10,46.8263,1.549610e-03
mos_tt,res_typ,27,01,2.1,9.325100e-10,4.380900e-10,46.9797,9.320600e-10,4.379500e-10,46.9873,1.801490e-03
mos_tt,res_typ,27,01,2.7,7.907200e-10,3.738900e-10,47.2848,7.922200e-10,3.745000e-10,47.2722,1.998000e-03
mos_tt,res_typ,27,11,0.3,2.024510e-09,9.451700e-10,46.6864,2.023300e-09,9.438000e-10,46.6466,1.237090e-03
mos_tt,res_typ,27,11,0.9,1.771750e-09,8.265200e-10,46.6499,1.772950e-09,8.279500e-10,46.6990,1.302620e-03
mos_tt,res_typ,27,11,1.5,1.160040e-09,5.446600e-10,46.9518,1.160040e-09,5.446500e-10,46.9510,1.593140e-03
mos_tt,res_typ,27,11,2.1,8.605700e-10,4.047500e-10,47.0328,8.605100e-10,4.049500e-10,47.0593,1.889700e-03
mos_tt,res_typ,27,11,2.7,7.355600e-10,3.466600e-10,47.1287,7.348400e-10,3.485100e-10,47.4267,2.107760e-03
mos_tt,res_typ,125,00,0.3,2.050840e-09,1.034240e-09,50.4301,2.051300e-09,1.034600e-09,50.4363,1.064020e-03
mos_tt,res_typ,125,00,0.9,1.872090e-09,9.435500e-10,50.4009,1.871310e-09,9.427100e-10,50.3770,1.112300e-03
mos_tt,res_typ,125,00,1.5,1.553160e-09,7.798300e-10,50.2093,1.553190e-09,7.801900e-10,50.2315,1.209950e-03
mos_tt,res_typ,125,00,2.1,1.314240e-09,6.585100e-10,50.1058,1.312680e-09,6.585500e-10,50.1684,1.324640e-03
mos_tt,res_typ,125,00,2.7,1.156880e-09,5.794300e-10,50.0856,1.157430e-09,5.792000e-10,50.0419,1.421450e-03
mos_tt,res_typ,125,10,0.3,2.050830e-09,1.034230e-09,50.4298,2.051400e-09,1.034700e-09,50.4387,1.064020e-03
mos_tt,res_typ,125,10,0.9,1.809490e-09,9.106700e-10,50.3274,1.809530e-09,9.107300e-10,50.3296,1.132650e-03
mos_tt,res_typ,125,10,1.5,1.377740e-09,6.912900e-10,50.1756,1.378080e-09,6.919500e-10,50.2112,1.287370e-03
mos_tt,res_typ,125,10,2.1,1.106420e-09,5.537900e-10,50.0524,1.105040e-09,5.531600e-10,50.0579,1.459310e-03
mos_tt,res_typ,125,10,2.7,9.613200e-10,4.805800e-10,49.9917,9.614600e-10,4.808100e-10,50.0083,1.593920e-03
mos_tt,res_typ,125,01,0.3,2.050830e-09,1.034230e-09,50.4298,2.051400e-09,1.034700e-09,50.4387,1.064020e-03
mos_tt,res_typ,125,01,0.9,1.776540e-09,8.941500e-10,50.3310,1.777050e-09,8.946500e-10,50.3447,1.139180e-03
mos_tt,res_typ,125,01,1.5,1.284340e-09,6.435900e-10,50.1106,1.283900e-09,6.432700e-10,50.1028,1.340260e-03
mos_tt,res_typ,125,01,2.1,1.006570e-09,5.034100e-10,50.0124,1.004880e-09,5.021500e-10,49.9711,1.549300e-03
mos_tt,res_typ,125,01,2.7,8.748800e-10,4.370800e-10,49.9589,8.763900e-10,4.375500e-10,49.9264,1.702560e-03
mos_tt,res_typ,125,11,0.3,2.050830e-09,1.034230e-09,50.4298,2.051400e-09,1.034700e-09,50.4387,1.064020e-03
mos_tt,res_typ,125,11,0.9,1.752790e-09,8.820500e-10,50.3226,1.754170e-09,8.822700e-10,50.2956,1.149580e-03
mos_tt,res_typ,125,11,1.5,1.220530e-09,6.111500e-10,50.0725,1.220490e-09,6.108300e-10,50.0479,1.381960e-03
mos_tt,res_typ,125,11,2.1,9.414500e-10,4.713100e-10,50.0621,9.416200e-10,4.714000e-10,50.0627,1.619880e-03
mos_tt,res_typ,125,11,2.7,8.239200e-10,4.123400e-10,50.0461,8.239600e-10,4.103000e-10,49.7961,1.790000e-03
mos_ss,res_wcs,-40,00,0.3,2.008750e-09,9.173000e-10,45.6652,2.008700e-09,9.173000e-10,45.6664,1.197430e-03
mos_ss,res_wcs,-40,00,0.9,1.910260e-09,8.740200e-10,45.7540,1.910330e-09,8.740300e-10,45.7528,1.213600e-03
mos_ss,res_wcs,-40,00,1.5,1.560670e-09,7.181800e-10,46.0174,1.560640e-09,7.181400e-10,46.0157,1.320140e-03
mos_ss,res_wcs,-40,00,2.1,1.304630e-09,6.068100e-10,46.5120,1.304450e-09,6.049100e-10,46.3728,1.434450e-03
mos_ss,res_wcs,-40,00,2.7,1.136090e-09,5.330200e-10,46.9171,1.133880e-09,5.303400e-10,46.7721,1.537750e-03
mos_ss,res_wcs,-40,10,0.3,2.008750e-09,9.173000e-10,45.6652,2.008600e-09,9.172000e-10,45.6636,1.197430e-03
mos_ss,res_wcs,-40,10,0.9,1.874560e-09,8.577700e-10,45.7585,1.875820e-09,8.576200e-10,45.7197,1.227400e-03
mos_ss,res_wcs,-40,10,1.5,1.379690e-09,6.385400e-10,46.2814,1.379690e-09,6.385100e-10,46.2792,1.395470e-03
mos_ss,res_wcs,-40,10,2.1,1.084160e-09,5.108400e-10,47.1185,1.085090e-09,5.090200e-10,46.9104,1.579960e-03
mos_ss,res_wcs,-40,10,2.7,9.255700e-10,4.411100e-10,47.6582,9.267000e-10,4.408500e-10,47.5720,1.733760e-03
mos_ss,res_wcs,-40,01,0.3,2.008750e-09,9.173000e-10,45.6652,2.008600e-09,9.172000e-10,45.6636,1.197430e-03
mos_ss,res_wcs,-40,01,0.9,1.855460e-09,8.493000e-10,45.7730,1.856340e-09,8.494400e-10,45.7589,1.230910e-03
mos_ss,res_wcs,-40,01,1.5,1.276170e-09,5.926400e-10,46.4390,1.276340e-09,5.934500e-10,46.4962,1.447610e-03
mos_ss,res_wcs,-40,01,2.1,9.747200e-10,4.634500e-10,47.5470,9.750100e-10,4.611600e-10,47.2980,1.679420e-03
mos_ss,res_wcs,-40,01,2.7,8.324400e-10,4.011500e-10,48.1897,8.324300e-10,3.999700e-10,48.0485,1.866970e-03
mos_ss,res_wcs,-40,11,0.3,2.008750e-09,9.173000e-10,45.6652,2.008700e-09,9.173000e-10,45.6664,1.197430e-03
mos_ss,res_wcs,-40,11,0.9,1.842800e-09,8.443300e-10,45.8178,1.842670e-09,8.430700e-10,45.7526,1.232380e-03
mos_ss,res_wcs,-40,11,1.5,1.206140e-09,5.631400e-10,46.6894,1.204170e-09,5.614000e-10,46.6213,1.492900e-03
mos_ss,res_wcs,-40,11,2.1,9.042500e-10,4.328000e-10,47.8629,9.043500e-10,4.301000e-10,47.5590,1.762050e-03
mos_ss,res_wcs,-40,11,2.7,7.772500e-10,3.747800e-10,48.2187,7.775300e-10,3.753700e-10,48.2772,1.966440e-03
mos_ss,res_wcs,27,00,0.3,2.129760e-09,1.008170e-09,47.3373,2.129700e-09,1.008200e-09,47.3400,1.078000e-03
mos_ss,res_wcs,27,00,0.9,2.000820e-09,9.483100e-10,47.3961,2.000900e-09,9.482000e-10,47.3887,1.105110e-03
mos_ss,res_wcs,27,00,1.5,1.633950e-09,7.726200e-10,47.2854,1.633110e-09,7.723100e-10,47.2908,1.212300e-03
mos_ss,res_wcs,27,00,2.1,1.362900e-09,6.440200e-10,47.2537,1.362210e-09,6.428600e-10,47.1924,1.315660e-03
mos_ss,res_wcs,27,00,2.7,1.182490e-09,5.586800e-10,47.2461,1.183430e-09,5.591200e-10,47.2457,1.412940e-03
mos_ss,res_wcs,27,10,0.3,2.129760e-09,1.008170e-09,47.3373,2.129700e-09,1.008200e-09,47.3400,1.078000e-03
mos_ss,res_wcs,27,10,0.9,1.955660e-09,9.252700e-10,47.3124,1.954400e-09,9.254000e-10,47.3496,1.121110e-03
mos_ss,res_wcs,27,10,1.5,1.442490e-09,6.818800e-10,47.2710,1.443270e-09,6.826900e-10,47.3016,1.280620e-03
mos_ss,res_wcs,27,10,2.1,1.128930e-09,5.332500e-10,47.2350,1.128900e-09,5.332900e-10,47.2398,1.449130e-03
mos_ss,res_wcs,27,10,2.7,9.620400e-10,4.555600e-10,47.3535,9.625100e-10,4.556400e-10,47.3387,1.601120e-03
mos_ss,res_wcs,27,01,0.3,2.129760e-09,1.008170e-09,47.3373,2.129700e-09,1.008200e-09,47.3400,1.078000e-03
mos_ss,res_wcs,27,01,0.9,1.930180e-09,9.139400e-10,47.3500,1.930100e-09,9.140000e-10,47.3551,1.123990e-03
mos_ss,res_wcs,27,01,1.5,1.336110e-09,6.317400e-10,47.2820,1.336040e-09,6.310400e-10,47.2321,1.327800e-03
mos_ss,res_wcs,27,01,2.1,1.015300e-09,4.802700e-10,47.3033,1.015330e-09,4.794700e-10,47.2231,1.545910e-03
mos_ss,res_wcs,27,01,2.7,8.664800e-10,4.103800e-10,47.3617,8.639400e-10,4.084000e-10,47.2718,1.726560e-03
mos_ss,res_wcs,27,11,0.3,2.129750e-09,1.008160e-09,47.3370,2.129700e-09,1.008200e-09,47.3400,1.078000e-03
mos_ss,res_wcs,27,11,0.9,1.913150e-09,9.063100e-10,47.3727,1.911700e-09,9.049000e-10,47.3348,1.121690e-03
mos_ss,res_wcs,27,11,1.5,1.262280e-09,5.961200e-10,47.2257,1.261900e-09,5.964400e-10,47.2652,1.369300e-03
mos_ss,res_wcs,27,11,2.1,9.417000e-10,4.446200e-10,47.2146,9.413400e-10,4.441400e-10,47.1817,1.626640e-03
mos_ss,res_wcs,27,11,2.7,8.056000e-10,3.810500e-10,47.3001,8.060000e-10,3.817900e-10,47.3685,1.816490e-03
mos_ss,res_wcs,125,00,0.3,2.246640e-09,1.122650e-09,49.9702,2.245800e-09,1.122100e-09,49.9644,9.368650e-04
mos_ss,res_wcs,125,00,0.9,2.069900e-09,1.031980e-09,49.8565,2.069900e-09,1.032100e-09,49.8623,9.706350e-04
mos_ss,res_wcs,125,00,1.5,1.709650e-09,8.469900e-10,49.5417,1.709630e-09,8.470100e-10,49.5435,1.062380e-03
mos_ss,res_wcs,125,00,2.1,1.441040e-09,7.108800e-10,49.3310,1.441110e-09,7.107500e-10,49.3196,1.165940e-03
mos_ss,res_wcs,125,00,2.7,1.264050e-09,6.201600e-10,49.0614,1.264390e-09,6.205700e-10,49.0806,1.251970e-03
mos_ss,res_wcs,125,10,0.3,2.246640e-09,1.122650e-09,49.9702,2.245800e-09,1.122100e-09,49.9644,9.368650e-04
mos_ss,res_wcs,125,10,0.9,2.009160e-09,1.000770e-09,49.8104,2.009000e-09,1.000800e-09,49.8158,9.901470e-04
mos_ss,res_wcs,125,10,1.5,1.520730e-09,7.502100e-10,49.3322,1.520710e-09,7.505700e-10,49.3566,1.135140e-03
mos_ss,res_wcs,125,10,2.1,1.212680e-09,5.943700e-10,49.0129,1.213350e-09,5.943800e-10,48.9867,1.284700e-03
mos_ss,res_wcs,125,10,2.7,1.047800e-09,5.111800e-10,48.7860,1.047850e-09,5.104600e-10,48.7150,1.411550e-03
mos_ss,res_wcs,125,01,0.3,2.246640e-09,1.122650e-09,49.9702,2.245800e-09,1.122100e-09,49.9644,9.368650e-04
mos_ss,res_wcs,125,01,0.9,1.977320e-09,9.839600e-10,49.7623,1.976800e-09,9.845000e-10,49.8027,9.959970e-04
mos_ss,res_wcs,125,01,1.5,1.418220e-09,6.987600e-10,49.2702,1.418320e-09,6.988300e-10,49.2717,1.174330e-03
mos_ss,res_wcs,125,01,2.1,1.102180e-09,5.382500e-10,48.8350,1.102210e-09,5.382700e-10,48.8355,1.364130e-03
mos_ss,res_wcs,125,01,2.7,9.542700e-10,4.629500e-10,48.5135,9.549300e-10,4.644600e-10,48.6381,1.504170e-03
mos_ss,res_wcs,125,11,0.3,2.246640e-09,1.122650e-09,49.9702,2.245800e-09,1.122100e-09,49.9644,9.368650e-04
mos_ss,res_wcs,125,11,0.9,1.955360e-09,9.733200e-10,49.7770,1.955400e-09,9.735000e-10,49.7852,1.006320e-03
mos_ss,res_wcs,125,11,1.5,1.348590e-09,6.633300e-10,49.1869,1.349320e-09,6.639300e-10,49.2048,1.205390e-03
mos_ss,res_wcs,125,11,2.1,1.032290e-09,5.023900e-10,48.6675,1.032330e-09,5.029200e-10,48.7170,1.425670e-03
mos_ss,res_wcs,125,11,2.7,8.976700e-10,4.349800e-10,48.4566,8.972900e-10,4.346700e-10,48.4425,1.585250e-03
mos_ff,res_bcs,-40,00,0.3,1.823960e-09,8.097800e-10,44.3968,1.825630e-09,8.106300e-10,44.4028,1.604620e-03
mos_ff,res_bcs,-40,00,0.9,1.688190e-09,7.504300e-10,44.4518,1.689080e-09,7.514700e-10,44.4899,1.652090e-03
mos_ff,res_bcs,-40,00,1.5,1.370170e-09,6.138300e-10,44.7996,1.369430e-09,6.133400e-10,44.7880,1.796080e-03
mos_ff,res_bcs,-40,00,2.1,1.133990e-09,5.149500e-10,45.4105,1.132670e-09,5.139400e-10,45.3742,1.948550e-03
mos_ff,res_bcs,-40,00,2.7,9.758200e-10,4.497400e-10,46.0884,9.755300e-10,4.467800e-10,45.7987,2.096950e-03
mos_ff,res_bcs,-40,10,0.3,1.823970e-09,8.097800e-10,44.3966,1.825640e-09,8.106400e-10,44.4031,1.604620e-03
mos_ff,res_bcs,-40,10,0.9,1.637760e-09,7.276700e-10,44.4308,1.637740e-09,7.280100e-10,44.4521,1.678060e-03
mos_ff,res_bcs,-40,10,1.5,1.190170e-09,5.386000e-10,45.2540,1.190530e-09,5.385100e-10,45.2328,1.907600e-03
mos_ff,res_bcs,-40,10,2.1,9.219400e-10,4.264000e-10,46.2503,9.214100e-10,4.249000e-10,46.1141,2.154790e-03
mos_ff,res_bcs,-40,10,2.7,7.780700e-10,3.644100e-10,46.8351,7.783600e-10,3.647700e-10,46.8639,2.364680e-03
mos_ff,res_bcs,-40,01,0.3,1.823970e-09,8.097800e-10,44.3966,1.825640e-09,8.106400e-10,44.4031,1.604620e-03
mos_ff,res_bcs,-40,01,0.9,1.606480e-09,7.159900e-10,44.5689,1.607170e-09,7.146700e-10,44.4676,1.678810e-03
mos_ff,res_bcs,-40,01,1.5,1.086150e-09,4.956900e-10,45.6373,1.086260e-09,4.939600e-10,45.4735,1.993990e-03
mos_ff,res_bcs,-40,01,2.1,8.170100e-10,3.806900e-10,46.5955,8.170100e-10,3.806900e-10,46.5955,2.304550e-03
mos_ff,res_bcs,-40,01,2.7,6.923300e-10,3.300100e-10,47.6666,6.909300e-10,3.282800e-10,47.5128,2.546440e-03
mos_ff,res_bcs,-40,11,0.3,1.823970e-09,8.097800e-10,44.3966,1.825640e-09,8.106400e-10,44.4031,1.604620e-03
mos_ff,res_bcs,-40,11,0.9,1.586720e-09,7.068900e-10,44.5504,1.587960e-09,7.083200e-10,44.6057,1.690550e-03
mos_ff,res_bcs,-40,11,1.5,1.016510e-09,4.642800e-10,45.6739,1.016350e-09,4.645000e-10,45.7028,2.053240e-03
mos_ff,res_bcs,-40,11,2.1,7.508900e-10,3.536400e-10,47.0961,7.496000e-10,3.523900e-10,47.0104,2.421620e-03
mos_ff,res_bcs,-40,11,2.7,6.398100e-10,3.052700e-10,47.7126,6.397200e-10,3.053600e-10,47.7334,2.690370e-03
mos_ff,res_bcs,27,00,0.3,1.839410e-09,8.677500e-10,47.1755,1.839370e-09,8.676700e-10,47.1721,1.407300e-03
mos_ff,res_bcs,27,00,0.9,1.678070e-09,7.936000e-10,47.2924,1.678340e-09,7.944200e-10,47.3337,1.468340e-03
mos_ff,res_bcs,27,00,1.5,1.367810e-09,6.497700e-10,47.5044,1.367950e-09,6.496700e-10,47.4922,1.603570e-03
mos_ff,res_bcs,27,00,2.1,1.142150e-09,5.456300e-10,47.7722,1.142540e-09,5.471200e-10,47.8863,1.749600e-03
mos_ff,res_bcs,27,00,2.7,9.930800e-10,4.762800e-10,47.9599,9.919600e-10,4.766300e-10,48.0493,1.880970e-03
mos_ff,res_bcs,27,10,0.3,1.839410e-09,8.677500e-10,47.1755,1.839370e-09,8.676700e-10,47.1721,1.407300e-03
mos_ff,res_bcs,27,10,0.9,1.626760e-09,7.711100e-10,47.4016,1.625170e-09,7.689200e-10,47.3132,1.492880e-03
mos_ff,res_bcs,27,10,1.5,1.201000e-09,5.737600e-10,47.7735,1.201070e-09,5.732800e-10,47.7308,1.706490e-03
mos_ff,res_bcs,27,10,2.1,9.437300e-10,4.524600e-10,47.9438,9.433600e-10,4.546400e-10,48.1937,1.936990e-03
mos_ff,res_bcs,27,10,2.7,8.059800e-10,3.891300e-10,48.2804,8.066800e-10,3.897600e-10,48.3166,2.118890e-03
mos_ff,res_bcs,27,01,0.3,1.839400e-09,8.677400e-10,47.1752,1.839380e-09,8.676800e-10,47.1724,1.407300e-03
mos_ff,res_bcs,27,01,0.9,1.594760e-09,7.555700e-10,47.3783,1.592940e-09,7.541400e-10,47.3426,1.495660e-03
mos_ff,res_bcs,27,01,1.5,1.106990e-09,5.303600e-10,47.9101,1.105140e-09,5.280700e-10,47.7831,1.778320e-03
mos_ff,res_bcs,27,01,2.1,8.439600e-10,4.065500e-10,48.1717,8.451600e-10,4.089700e-10,48.3897,2.058380e-03
mos_ff,res_bcs,27,01,2.7,7.238000e-10,3.514000e-10,48.5493,7.228500e-10,3.504400e-10,48.4803,2.275080e-03
mos_ff,res_bcs,27,11,0.3,1.839400e-09,8.677400e-10,47.1752,1.839380e-09,8.676800e-10,47.1724,1.407300e-03
mos_ff,res_bcs,27,11,0.9,1.573230e-09,7.445700e-10,47.3275,1.573900e-09,7.462400e-10,47.4134,1.506920e-03
mos_ff,res_bcs,27,11,1.5,1.041720e-09,4.991900e-10,47.9198,1.042190e-09,4.990200e-10,47.8819,1.835730e-03
mos_ff,res_bcs,27,11,2.1,7.815800e-10,3.788400e-10,48.4710,7.813800e-10,3.786300e-10,48.4566,2.162720e-03
mos_ff,res_bcs,27,11,2.7,6.731700e-10,3.289200e-10,48.8614,6.728300e-10,3.271300e-10,48.6200,2.393200e-03
mos_ff,res_bcs,125,00,0.3,1.873000e-09,9.563400e-10,51.0593,1.873970e-09,9.563700e-10,51.0344,1.217440e-03
mos_ff,res_bcs,125,00,0.9,1.692890e-09,8.650500e-10,51.0990,1.693260e-09,8.640500e-10,51.0288,1.272810e-03
mos_ff,res_bcs,125,00,1.5,1.408510e-09,7.202800e-10,51.1377,1.408630e-09,7.203600e-10,51.1390,1.390030e-03
mos_ff,res_bcs,125,00,2.1,1.197880e-09,6.134100e-10,51.2080,1.197880e-09,6.129900e-10,51.1729,1.509230e-03
mos_ff,res_bcs,125,00,2.7,1.060080e-09,5.436100e-10,51.2801,1.060080e-09,5.436300e-10,51.2820,1.613400e-03
mos_ff,res_bcs,125,10,0.3,1.873000e-09,9.563400e-10,51.0593,1.873880e-09,9.563800e-10,51.0374,1.217440e-03
mos_ff,res_bcs,125,10,0.9,1.629820e-09,8.318900e-10,51.0418,1.629620e-09,8.318500e-10,51.0456,1.302040e-03
mos_ff,res_bcs,125,10,1.5,1.250100e-09,6.387900e-10,51.0991,1.250240e-09,6.388200e-10,51.0958,1.476390e-03
mos_ff,res_bcs,125,10,2.1,1.010570e-09,5.172300e-10,51.1820,1.010600e-09,5.172800e-10,51.1854,1.660960e-03
mos_ff,res_bcs,125,10,2.7,8.836800e-10,4.541600e-10,51.3942,8.836600e-10,4.525600e-10,51.2143,1.809980e-03
mos_ff,res_bcs,125,01,0.3,1.873000e-09,9.563400e-10,51.0593,1.873880e-09,9.563800e-10,51.0374,1.217440e-03
mos_ff,res_bcs,125,01,0.9,1.596530e-09,8.156300e-10,51.0877,1.596100e-09,8.153400e-10,51.0833,1.303000e-03
mos_ff,res_bcs,125,01,1.5,1.163520e-09,5.958000e-10,51.2067,1.164320e-09,5.958300e-10,51.1741,1.536720e-03
mos_ff,res_bcs,125,01,2.1,9.195500e-10,4.717400e-10,51.3012,9.195300e-10,4.713600e-10,51.2610,1.759920e-03
mos_ff,res_bcs,125,01,2.7,8.057000e-10,4.146900e-10,51.4695,8.072800e-10,4.140800e-10,51.2932,1.929470e-03
mos_ff,res_bcs,125,11,0.3,1.872990e-09,9.563400e-10,51.0595,1.873880e-09,9.563800e-10,51.0374,1.217440e-03
mos_ff,res_bcs,125,11,0.9,1.572490e-09,8.039800e-10,51.1278,1.571370e-09,8.029600e-10,51.0994,1.316410e-03
mos_ff,res_bcs,125,11,1.5,1.105660e-09,5.657200e-10,51.1658,1.106270e-09,5.668200e-10,51.2370,1.577320e-03
mos_ff,res_bcs,125,11,2.1,8.616500e-10,4.420400e-10,51.3016,8.615200e-10,4.418500e-10,51.2873,1.843840e-03
mos_ff,res_bcs,125,11,2.7,7.594200e-10,3.915800e-10,51.5630,7.595400e-10,3.916800e-10,51.5681,2.025490e-03
mos_sf,res_typ,-40,00,0.3,1.951140e-09,8.944800e-10,45.8440,1.950200e-09,8.940000e-10,45.8415,1.368730e-03
mos_sf,res_typ,-40,00,0.9,1.845250e-09,8.470900e-10,45.9065,1.846430e-09,8.476300e-10,45.9064,1.386880e-03
mos_sf,res_typ,-40,00,1.5,1.502510e-09,6.960600e-10,46.3265,1.502510e-09,6.965900e-10,46.3618,1.512080e-03
mos_sf,res_typ,-40,00,2.1,1.246220e-09,5.836400e-10,46.8328,1.245220e-09,5.832000e-10,46.8351,1.642460e-03
mos_sf,res_typ,-40,00,2.7,1.073080e-09,5.072500e-10,47.2705,1.074840e-09,5.100700e-10,47.4554,1.765560e-03
mos_sf,res_typ,-40,10,0.3,1.951140e-09,8.944800e-10,45.8440,1.950200e-09,8.940000e-10,45.8415,1.368730e-03
mos_sf,res_typ,-40,10,0.9,1.806840e-09,8.303800e-10,45.9576,1.806940e-09,8.294400e-10,45.9030,1.406540e-03
mos_sf,res_typ,-40,10,1.5,1.319340e-09,6.155400e-10,46.6551,1.319280e-09,6.150600e-10,46.6209,1.604070e-03
mos_sf,res_typ,-40,10,2.1,1.023420e-09,4.865100e-10,47.5377,1.022130e-09,4.853000e-10,47.4793,1.812080e-03
mos_sf,res_typ,-40,10,2.7,8.612200e-10,4.159500e-10,48.2978,8.612600e-10,4.167900e-10,48.3931,1.998510e-03
mos_sf,res_typ,-40,01,0.3,1.951140e-09,8.944800e-10,45.8440,1.950200e-09,8.940000e-10,45.8415,1.368730e-03
mos_sf,res_typ,-40,01,0.9,1.786950e-09,8.219400e-10,45.9968,1.786580e-09,8.209800e-10,45.9526,1.409670e-03
mos_sf,res_typ,-40,01,1.5,1.215550e-09,5.714900e-10,47.0149,1.213820e-09,5.688600e-10,46.8653,1.662830e-03
mos_sf,res_typ,-40,01,2.1,9.118600e-10,4.383300e-10,48.0699,9.129500e-10,4.381900e-10,47.9972,1.931850e-03
mos_sf,res_typ,-40,01,2.7,7.663800e-10,3.737500e-10,48.7682,7.681100e-10,3.747000e-10,48.7821,2.152630e-03
mos_sf,res_typ,-40,11,0.3,1.951140e-09,8.944800e-10,45.8440,1.950200e-09,8.940000e-10,45.8415,1.368730e-03
mos_sf,res_typ,-40,11,0.9,1.772830e-09,8.152700e-10,45.9869,1.772420e-09,8.148200e-10,45.9722,1.410290e-03
