mos_corner,temp_c,vdd_v,iref_a,state,vout_v,icp_a
mos_tt,27,3.3,10u,both,0.4500,-7.355600e-08
mos_tt,27,3.3,10u,both,0.5000,-8.349550e-08
mos_tt,27,3.3,10u,both,0.5500,-7.788162e-08
mos_tt,27,3.3,10u,both,0.6000,-5.710039e-08
mos_tt,27,3.3,10u,both,0.6500,-3.244909e-08
mos_tt,27,3.3,10u,both,0.7000,-1.465075e-08
mos_tt,27,3.3,10u,both,0.7500,-5.674209e-09
mos_tt,27,3.3,10u,both,0.8000,-2.600163e-09
mos_tt,27,3.3,10u,both,0.8500,-2.289599e-09
mos_tt,27,3.3,10u,both,0.9000,-2.982378e-09
mos_tt,27,3.3,10u,both,0.9500,-3.974641e-09
mos_tt,27,3.3,10u,both,1.0000,-5.029667e-09
mos_tt,27,3.3,10u,both,1.0500,-6.076688e-09
mos_tt,27,3.3,10u,both,1.1000,-7.098007e-09
mos_tt,27,3.3,10u,both,1.1500,-8.092043e-09
mos_tt,27,3.3,10u,both,1.2000,-9.062004e-09
mos_tt,27,3.3,10u,both,1.2500,-1.001165e-08
mos_tt,27,3.3,10u,both,1.3000,-1.094322e-08
mos_tt,27,3.3,10u,both,1.3500,-1.185793e-08
mos_tt,27,3.3,10u,both,1.4000,-1.275683e-08
mos_tt,27,3.3,10u,both,1.4500,-1.364819e-08
mos_tt,27,3.3,10u,both,1.5000,-1.451830e-08
mos_tt,27,3.3,10u,both,1.5500,-1.537587e-08
mos_tt,27,3.3,10u,both,1.6000,-1.622199e-08
mos_tt,27,3.3,10u,both,1.6500,-1.705763e-08
mos_tt,27,3.3,10u,both,1.7000,-1.788374e-08
mos_tt,27,3.3,10u,both,1.7500,-1.870136e-08
mos_tt,27,3.3,10u,both,1.8000,-1.951164e-08
mos_tt,27,3.3,10u,both,1.8500,-2.031595e-08
mos_tt,27,3.3,10u,both,1.9000,-2.111603e-08
mos_tt,27,3.3,10u,both,1.9500,-2.191408e-08
mos_tt,27,3.3,10u,both,2.0000,-2.271294e-08
mos_tt,27,3.3,10u,both,2.0500,-2.351630e-08
mos_tt,27,3.3,10u,both,2.1000,-2.432888e-08
mos_tt,27,3.3,10u,both,2.1500,-2.515665e-08
mos_tt,27,3.3,10u,both,2.2000,-2.600709e-08
mos_tt,27,3.3,10u,both,2.2500,-2.688942e-08
mos_tt,27,3.3,10u,both,2.3000,-2.781487e-08
mos_tt,27,3.3,10u,both,2.3500,-2.882825e-08
mos_tt,27,3.3,10u,both,2.4000,-2.989137e-08
mos_tt,27,3.3,10u,both,2.4500,-3.104730e-08
mos_tt,27,3.3,10u,both,2.5000,-3.231805e-08
mos_tt,27,3.3,10u,both,2.5500,-3.372918e-08
mos_tt,27,3.3,10u,both,2.6000,-3.531065e-08
mos_tt,27,3.3,10u,both,2.6500,-3.709901e-08
mos_tt,27,3.3,10u,both,2.7000,-3.914432e-08
mos_tt,27,3.3,10u,both,2.7500,-4.153685e-08
mos_tt,27,3.3,10u,both,2.8000,-4.453103e-08
mos_tt,27,3.3,10u,both,2.8500,-4.913033e-08
mos_tt,27,3.3,10u,both,2.9000,-5.837263e-08
mos_tt,27,3.3,10u,both,2.9500,-7.641334e-08
mos_tt,27,3.3,10u,both,3.0000,-1.085247e-07
mos_tt,27,3.3,10u,both,3.0500,-1.698929e-07
mos_tt,27,3.3,10u,both,3.1000,-3.169353e-07
mos_tt,27,3.3,10u,both,3.1500,-7.716483e-07
mos_tt,125,3.3,10u,up,0.1500,1.000109e-05
mos_tt,125,3.3,10u,up,0.2000,1.000109e-05
mos_tt,125,3.3,10u,up,0.2500,1.000109e-05
mos_tt,125,3.3,10u,up,0.3000,1.000109e-05
mos_tt,125,3.3,10u,up,0.3500,1.000109e-05
mos_tt,125,3.3,10u,up,0.4000,1.000109e-05
mos_tt,125,3.3,10u,up,0.4500,1.000109e-05
mos_tt,125,3.3,10u,up,0.5000,1.000109e-05
mos_tt,125,3.3,10u,up,0.5500,1.000109e-05
mos_tt,125,3.3,10u,up,0.6000,1.000108e-05
mos_tt,125,3.3,10u,up,0.6500,1.000108e-05
mos_tt,125,3.3,10u,up,0.7000,1.000108e-05
mos_tt,125,3.3,10u,up,0.7500,1.000108e-05
mos_tt,125,3.3,10u,up,0.8000,1.000108e-05
mos_tt,125,3.3,10u,up,0.8500,1.000108e-05
mos_tt,125,3.3,10u,up,0.9000,1.000108e-05
mos_tt,125,3.3,10u,up,0.9500,1.000107e-05
mos_tt,125,3.3,10u,up,1.0000,1.000107e-05
mos_tt,125,3.3,10u,up,1.0500,1.000107e-05
mos_tt,125,3.3,10u,up,1.1000,1.000107e-05
mos_tt,125,3.3,10u,up,1.1500,1.000106e-05
mos_tt,125,3.3,10u,up,1.2000,1.000105e-05
mos_tt,125,3.3,10u,up,1.2500,1.000103e-05
mos_tt,125,3.3,10u,up,1.3000,1.000102e-05
mos_tt,125,3.3,10u,up,1.3500,1.000100e-05
mos_tt,125,3.3,10u,up,1.4000,1.000098e-05
mos_tt,125,3.3,10u,up,1.4500,1.000095e-05
mos_tt,125,3.3,10u,up,1.5000,1.000093e-05
mos_tt,125,3.3,10u,up,1.5500,1.000091e-05
mos_tt,125,3.3,10u,up,1.6000,1.000089e-05
mos_tt,125,3.3,10u,up,1.6500,1.000086e-05
mos_tt,125,3.3,10u,up,1.7000,1.000084e-05
mos_tt,125,3.3,10u,up,1.7500,1.000081e-05
mos_tt,125,3.3,10u,up,1.8000,1.000079e-05
mos_tt,125,3.3,10u,up,1.8500,1.000076e-05
mos_tt,125,3.3,10u,up,1.9000,1.000073e-05
mos_tt,125,3.3,10u,up,1.9500,1.000071e-05
mos_tt,125,3.3,10u,up,2.0000,1.000068e-05
mos_tt,125,3.3,10u,up,2.0500,1.000065e-05
mos_tt,125,3.3,10u,up,2.1000,1.000062e-05
mos_tt,125,3.3,10u,up,2.1500,1.000058e-05
mos_tt,125,3.3,10u,up,2.2000,1.000055e-05
mos_tt,125,3.3,10u,up,2.2500,1.000051e-05
mos_tt,125,3.3,10u,up,2.3000,1.000048e-05
mos_tt,125,3.3,10u,up,2.3500,1.000043e-05
mos_tt,125,3.3,10u,up,2.4000,1.000039e-05
mos_tt,125,3.3,10u,up,2.4500,1.000034e-05
mos_tt,125,3.3,10u,up,2.5000,1.000027e-05
mos_tt,125,3.3,10u,up,2.5500,1.000019e-05
mos_tt,125,3.3,10u,up,2.6000,1.000008e-05
mos_tt,125,3.3,10u,up,2.6500,9.999893e-06
mos_tt,125,3.3,10u,up,2.7000,9.999527e-06
mos_tt,125,3.3,10u,up,2.7500,9.998622e-06
mos_tt,125,3.3,10u,up,2.8000,9.994442e-06
mos_tt,125,3.3,10u,up,2.8500,9.985889e-06
mos_tt,125,3.3,10u,up,2.9000,9.969594e-06
mos_tt,125,3.3,10u,up,2.9500,9.940886e-06
mos_tt,125,3.3,10u,up,3.0000,9.887781e-06
mos_tt,125,3.3,10u,up,3.0500,9.775510e-06
mos_tt,125,3.3,10u,up,3.1000,9.497335e-06
mos_tt,125,3.3,10u,up,3.1500,8.765929e-06
mos_tt,125,3.3,10u,dn,0.1500,-8.278434e-06
mos_tt,125,3.3,10u,dn,0.2000,-9.064218e-06
mos_tt,125,3.3,10u,dn,0.2500,-9.460183e-06
mos_tt,125,3.3,10u,dn,0.3000,-9.677719e-06
mos_tt,125,3.3,10u,dn,0.3500,-9.809697e-06
mos_tt,125,3.3,10u,dn,0.4000,-9.893790e-06
mos_tt,125,3.3,10u,dn,0.4500,-9.945370e-06
mos_tt,125,3.3,10u,dn,0.5000,-9.973370e-06
mos_tt,125,3.3,10u,dn,0.5500,-9.986931e-06
mos_tt,125,3.3,10u,dn,0.6000,-9.993563e-06
mos_tt,125,3.3,10u,dn,0.6500,-9.997254e-06
mos_tt,125,3.3,10u,dn,0.7000,-1.000014e-05
mos_tt,125,3.3,10u,dn,0.7500,-1.000169e-05
mos_tt,125,3.3,10u,dn,0.8000,-1.000303e-05
mos_tt,125,3.3,10u,dn,0.8500,-1.000423e-05
mos_tt,125,3.3,10u,dn,0.9000,-1.000531e-05
mos_tt,125,3.3,10u,dn,0.9500,-1.000631e-05
mos_tt,125,3.3,10u,dn,1.0000,-1.000725e-05
mos_tt,125,3.3,10u,dn,1.0500,-1.000814e-05
mos_tt,125,3.3,10u,dn,1.1000,-1.000898e-05
mos_tt,125,3.3,10u,dn,1.1500,-1.000980e-05
mos_tt,125,3.3,10u,dn,1.2000,-1.001058e-05
mos_tt,125,3.3,10u,dn,1.2500,-1.001135e-05
mos_tt,125,3.3,10u,dn,1.3000,-1.001209e-05
mos_tt,125,3.3,10u,dn,1.3500,-1.001281e-05
mos_tt,125,3.3,10u,dn,1.4000,-1.001352e-05
mos_tt,125,3.3,10u,dn,1.4500,-1.001421e-05
mos_tt,125,3.3,10u,dn,1.5000,-1.001489e-05
mos_tt,125,3.3,10u,dn,1.5500,-1.001556e-05
mos_tt,125,3.3,10u,dn,1.6000,-1.001621e-05
mos_tt,125,3.3,10u,dn,1.6500,-1.001686e-05
mos_tt,125,3.3,10u,dn,1.7000,-1.001750e-05
mos_tt,125,3.3,10u,dn,1.7500,-1.001813e-05
mos_tt,125,3.3,10u,dn,1.8000,-1.001875e-05
mos_tt,125,3.3,10u,dn,1.8500,-1.001937e-05
mos_tt,125,3.3,10u,dn,1.9000,-1.001998e-05
mos_tt,125,3.3,10u,dn,1.9500,-1.002059e-05
mos_tt,125,3.3,10u,dn,2.0000,-1.002119e-05
mos_tt,125,3.3,10u,dn,2.0500,-1.002180e-05
mos_tt,125,3.3,10u,dn,2.1000,-1.002241e-05
mos_tt,125,3.3,10u,dn,2.1500,-1.002302e-05
mos_tt,125,3.3,10u,dn,2.2000,-1.002365e-05
mos_tt,125,3.3,10u,dn,2.2500,-1.002429e-05
mos_tt,125,3.3,10u,dn,2.3000,-1.002495e-05
mos_tt,125,3.3,10u,dn,2.3500,-1.002565e-05
mos_tt,125,3.3,10u,dn,2.4000,-1.002639e-05
mos_tt,125,3.3,10u,dn,2.4500,-1.002719e-05
mos_tt,125,3.3,10u,dn,2.5000,-1.002805e-05
mos_tt,125,3.3,10u,dn,2.5500,-1.002900e-05
mos_tt,125,3.3,10u,dn,2.6000,-1.003005e-05
mos_tt,125,3.3,10u,dn,2.6500,-1.003122e-05
mos_tt,125,3.3,10u,dn,2.7000,-1.003252e-05
mos_tt,125,3.3,10u,dn,2.7500,-1.003396e-05
mos_tt,125,3.3,10u,dn,2.8000,-1.003552e-05
mos_tt,125,3.3,10u,dn,2.8500,-1.003715e-05
mos_tt,125,3.3,10u,dn,2.9000,-1.003864e-05
mos_tt,125,3.3,10u,dn,2.9500,-1.003988e-05
mos_tt,125,3.3,10u,dn,3.0000,-1.004072e-05
mos_tt,125,3.3,10u,dn,3.0500,-1.004139e-05
mos_tt,125,3.3,10u,dn,3.1000,-1.004168e-05
mos_tt,125,3.3,10u,dn,3.1500,-1.004192e-05
mos_tt,125,3.3,10u,both,0.1500,1.711968e-06
mos_tt,125,3.3,10u,both,0.2000,9.336230e-07
mos_tt,125,3.3,10u,both,0.2500,5.398752e-07
mos_tt,125,3.3,10u,both,0.3000,3.229944e-07
mos_tt,125,3.3,10u,both,0.3500,1.912093e-07
mos_tt,125,3.3,10u,both,0.4000,1.071740e-07
mos_tt,125,3.3,10u,both,0.4500,5.559112e-08
mos_tt,125,3.3,10u,both,0.5000,2.757771e-08
mos_tt,125,3.3,10u,both,0.5500,1.403944e-08
mos_tt,125,3.3,10u,both,0.6000,7.427058e-09
mos_tt,125,3.3,10u,both,0.6500,3.737184e-09
mos_tt,125,3.3,10u,both,0.7000,1.329996e-09
mos_tt,125,3.3,10u,both,0.7500,-4.561146e-10
mos_tt,125,3.3,10u,both,0.8000,-1.904412e-09
mos_tt,125,3.3,10u,both,0.8500,-3.149060e-09
mos_tt,125,3.3,10u,both,0.9000,-4.260185e-09
mos_tt,125,3.3,10u,both,0.9500,-5.277786e-09
mos_tt,125,3.3,10u,both,1.0000,-6.226492e-09
mos_tt,125,3.3,10u,both,1.0500,-7.122616e-09
mos_tt,125,3.3,10u,both,1.1000,-7.977887e-09
mos_tt,125,3.3,10u,both,1.1500,-8.801358e-09
mos_tt,125,3.3,10u,both,1.2000,-9.599668e-09
mos_tt,125,3.3,10u,both,1.2500,-1.037691e-08
mos_tt,125,3.3,10u,both,1.3000,-1.113558e-08
mos_tt,125,3.3,10u,both,1.3500,-1.187755e-08
mos_tt,125,3.3,10u,both,1.4000,-1.261174e-08
mos_tt,125,3.3,10u,both,1.4500,-1.332442e-08
mos_tt,125,3.3,10u,both,1.5000,-1.402481e-08
mos_tt,125,3.3,10u,both,1.5500,-1.471418e-08
mos_tt,125,3.3,10u,both,1.6000,-1.539350e-08
mos_tt,125,3.3,10u,both,1.6500,-1.606370e-08
mos_tt,125,3.3,10u,both,1.7000,-1.672561e-08
mos_tt,125,3.3,10u,both,1.7500,-1.738006e-08
mos_tt,125,3.3,10u,both,1.8000,-1.802788e-08
mos_tt,125,3.3,10u,both,1.8500,-1.867000e-08
mos_tt,125,3.3,10u,both,1.9000,-1.930752e-08
mos_tt,125,3.3,10u,both,1.9500,-1.994179e-08
mos_tt,125,3.3,10u,both,2.0000,-2.057455e-08
mos_tt,125,3.3,10u,both,2.0500,-2.120806e-08
mos_tt,125,3.3,10u,both,2.1000,-2.184528e-08
mos_tt,125,3.3,10u,both,2.1500,-2.249002e-08
mos_tt,125,3.3,10u,both,2.2000,-2.314717e-08
mos_tt,125,3.3,10u,both,2.2500,-2.382293e-08
mos_tt,125,3.3,10u,both,2.3000,-2.452502e-08
mos_tt,125,3.3,10u,both,2.3500,-2.526299e-08
mos_tt,125,3.3,10u,both,2.4000,-2.604855e-08
mos_tt,125,3.3,10u,both,2.4500,-2.693021e-08
mos_tt,125,3.3,10u,both,2.5000,-2.786703e-08
mos_tt,125,3.3,10u,both,2.5500,-2.890967e-08
mos_tt,125,3.3,10u,both,2.6000,-3.009448e-08
mos_tt,125,3.3,10u,both,2.6500,-3.149010e-08
mos_tt,125,3.3,10u,both,2.7000,-3.327108e-08
mos_tt,125,3.3,10u,both,2.7500,-3.598388e-08
mos_tt,125,3.3,10u,both,2.8000,-4.115124e-08
mos_tt,125,3.3,10u,both,2.8500,-5.128954e-08
mos_tt,125,3.3,10u,both,2.9000,-6.908668e-08
mos_tt,125,3.3,10u,both,2.9500,-9.902511e-08
mos_tt,125,3.3,10u,both,3.0000,-1.529746e-07
mos_tt,125,3.3,10u,both,3.0500,-2.657760e-07
mos_tt,125,3.3,10u,both,3.1000,-5.443065e-07
mos_tt,125,3.3,10u,both,3.1500,-1.275990e-06
mos_tt,-40,3.3,10u,up,0.1500,9.997535e-06
mos_tt,-40,3.3,10u,up,0.2000,9.997294e-06
mos_tt,-40,3.3,10u,up,0.2500,9.997050e-06
mos_tt,-40,3.3,10u,up,0.3000,9.996783e-06
mos_tt,-40,3.3,10u,up,0.3500,9.996496e-06
mos_tt,-40,3.3,10u,up,0.4000,9.996175e-06
mos_tt,-40,3.3,10u,up,0.4500,9.995842e-06
mos_tt,-40,3.3,10u,up,0.5000,9.995499e-06
mos_tt,-40,3.3,10u,up,0.5500,9.995222e-06
mos_tt,-40,3.3,10u,up,0.6000,9.995364e-06
mos_tt,-40,3.3,10u,up,0.6500,9.996404e-06
mos_tt,-40,3.3,10u,up,0.7000,9.997953e-06
mos_tt,-40,3.3,10u,up,0.7500,9.999262e-06
mos_tt,-40,3.3,10u,up,0.8000,1.000005e-05
mos_tt,-40,3.3,10u,up,0.8500,1.000040e-05
mos_tt,-40,3.3,10u,up,0.9000,1.000052e-05
mos_tt,-40,3.3,10u,up,0.9500,1.000056e-05
mos_tt,-40,3.3,10u,up,1.0000,1.000057e-05
mos_tt,-40,3.3,10u,up,1.0500,1.000057e-05
mos_tt,-40,3.3,10u,up,1.1000,1.000057e-05
mos_tt,-40,3.3,10u,up,1.1500,1.000057e-05
mos_tt,-40,3.3,10u,up,1.2000,1.000056e-05
mos_tt,-40,3.3,10u,up,1.2500,1.000056e-05
mos_tt,-40,3.3,10u,up,1.3000,1.000054e-05
mos_tt,-40,3.3,10u,up,1.3500,1.000053e-05
mos_tt,-40,3.3,10u,up,1.4000,1.000051e-05
mos_tt,-40,3.3,10u,up,1.4500,1.000049e-05
mos_tt,-40,3.3,10u,up,1.5000,1.000048e-05
mos_tt,-40,3.3,10u,up,1.5500,1.000046e-05
mos_tt,-40,3.3,10u,up,1.6000,1.000044e-05
mos_tt,-40,3.3,10u,up,1.6500,1.000041e-05
mos_tt,-40,3.3,10u,up,1.7000,1.000039e-05
mos_tt,-40,3.3,10u,up,1.7500,1.000037e-05
mos_tt,-40,3.3,10u,up,1.8000,1.000035e-05
mos_tt,-40,3.3,10u,up,1.8500,1.000033e-05
mos_tt,-40,3.3,10u,up,1.9000,1.000030e-05
mos_tt,-40,3.3,10u,up,1.9500,1.000028e-05
mos_tt,-40,3.3,10u,up,2.0000,1.000026e-05
mos_tt,-40,3.3,10u,up,2.0500,1.000023e-05
mos_tt,-40,3.3,10u,up,2.1000,1.000021e-05
mos_tt,-40,3.3,10u,up,2.1500,1.000018e-05
mos_tt,-40,3.3,10u,up,2.2000,1.000015e-05
mos_tt,-40,3.3,10u,up,2.2500,1.000013e-05
mos_tt,-40,3.3,10u,up,2.3000,1.000010e-05
mos_tt,-40,3.3,10u,up,2.3500,1.000007e-05
mos_tt,-40,3.3,10u,up,2.4000,1.000004e-05
mos_tt,-40,3.3,10u,up,2.4500,1.000000e-05
mos_tt,-40,3.3,10u,up,2.5000,9.999965e-06
mos_tt,-40,3.3,10u,up,2.5500,9.999926e-06
mos_tt,-40,3.3,10u,up,2.6000,9.999881e-06
mos_tt,-40,3.3,10u,up,2.6500,9.999830e-06
mos_tt,-40,3.3,10u,up,2.7000,9.999768e-06
mos_tt,-40,3.3,10u,up,2.7500,9.999684e-06
mos_tt,-40,3.3,10u,up,2.8000,9.999550e-06
mos_tt,-40,3.3,10u,up,2.8500,9.999271e-06
mos_tt,-40,3.3,10u,up,2.9000,9.998404e-06
mos_tt,-40,3.3,10u,up,2.9500,9.990898e-06
mos_tt,-40,3.3,10u,up,3.0000,9.973301e-06
mos_tt,-40,3.3,10u,up,3.0500,9.936343e-06
mos_tt,-40,3.3,10u,up,3.1000,9.849594e-06
mos_tt,-40,3.3,10u,up,3.1500,9.569027e-06
mos_tt,-40,3.3,10u,dn,0.1500,-9.038773e-06
mos_tt,-40,3.3,10u,dn,0.2000,-9.511094e-06
mos_tt,-40,3.3,10u,dn,0.2500,-9.740590e-06
mos_tt,-40,3.3,10u,dn,0.3000,-9.869772e-06
mos_tt,-40,3.3,10u,dn,0.3500,-9.939418e-06
mos_tt,-40,3.3,10u,dn,0.4000,-9.969544e-06
mos_tt,-40,3.3,10u,dn,0.4500,-9.981223e-06
mos_tt,-40,3.3,10u,dn,0.5000,-9.986674e-06
mos_tt,-40,3.3,10u,dn,0.5500,-9.990759e-06
mos_tt,-40,3.3,10u,dn,0.6000,-9.992925e-06
mos_tt,-40,3.3,10u,dn,0.6500,-9.994910e-06
mos_tt,-40,3.3,10u,dn,0.7000,-9.996711e-06
mos_tt,-40,3.3,10u,dn,0.7500,-9.998369e-06
mos_tt,-40,3.3,10u,dn,0.8000,-9.999914e-06
mos_tt,-40,3.3,10u,dn,0.8500,-1.000137e-05
mos_tt,-40,3.3,10u,dn,0.9000,-1.000275e-05
mos_tt,-40,3.3,10u,dn,0.9500,-1.000407e-05
mos_tt,-40,3.3,10u,dn,1.0000,-1.000534e-05
mos_tt,-40,3.3,10u,dn,1.0500,-1.000657e-05
mos_tt,-40,3.3,10u,dn,1.1000,-1.000776e-05
mos_tt,-40,3.3,10u,dn,1.1500,-1.000891e-05
